multi_target_guides	single_mismatch_guides	pam_distal_single_mismatch_guides	pam_distal_double_mismatch_guides	guides_not_target_anywhere	guides_not_target_exon
sgOR11H1_4	sgCOLEC12_1	NA	NA	NA	sgLOC124902530_2
sgOR13C2_1	sgCOLGALT2_4	NA	NA	NA	sgLOC124902530_3
sgOR13C2_2	sgCOMMD4_1	NA	NA	NA	sgLOC124902530_4
sgOR1D5_1	sgCOMMD5_3	NA	NA	NA	sgLOC124902531_2
sgOR1D5_2	sgCOMMD6_4	NA	NA	NA	sgLOC124902531_3
sgOR1D5_3	sgCOPE_3	NA	NA	NA	sgLOC124902536_1
sgOR1D5_4	sgCOPG2_1	NA	NA	NA	sgLOC124902536_2
sgOR1E1_4	sgCOPS3_3	NA	NA	NA	sgLOC124902536_3
sgOR1L4_2	sgCOPS5_3	NA	NA	NA	sgLOC124902536_4
sgOR2J1_2	sgCOPS5_4	NA	NA	NA	sgLOC124902551_1
sgOR2L3_1	sgCOPS8_1	NA	NA	NA	sgLOC124902551_2
sgOR2L3_2	sgCOPS8_2	NA	NA	NA	sgLOC124902551_3
sgOR2L3_3	sgCOPS9_4	NA	NA	NA	sgLOC124902551_4
sgOR2M5_4	sgCORO1A_1	NA	NA	NA	sgLOC124902561_1
sgOR2T27_3	sgCOX11_3	NA	NA	NA	sgLOC124902561_2
sgOR2T29_1	sgCOX17_1	NA	NA	NA	sgLOC124902561_3
sgOR2T29_2	sgCOX17_2	NA	NA	NA	sgLOC124902561_4
sgOR2T29_3	sgCOX18_4	NA	NA	NA	sgLOC124902565_2
sgOR2T29_4	sgCOX5A_4	NA	NA	NA	sgLOC124902565_3
sgOR2T2_1	sgCOX5B_3	NA	NA	NA	sgLOC124902565_4
sgOR2T2_2	sgCOX6B1_1	NA	NA	NA	sgLOC124902601_1
sgOR2T33_1	sgCOX7A1_1	NA	NA	NA	sgLOC124902601_3
sgOR2T33_4	sgCOX7A2_2	NA	NA	NA	sgLOC124902602_1
sgOR2T34_2	sgCOX7B2_2	NA	NA	NA	sgLOC124902602_2
sgOR2T34_3	sgCOX7B_2	NA	NA	NA	sgLOC124902602_3
sgOR2T35_2	sgCOX7C_1	NA	NA	NA	sgLOC124902602_4
sgOR2T35_3	sgCOX7C_4	NA	NA	NA	sgLOC124902605_1
sgOR2T35_4	sgCOX8C_2	NA	NA	NA	sgLOC124902605_2
sgOR2T5_1	sgCPA5_3	NA	NA	NA	sgLOC124902605_3
sgOR2T7_2	sgCPEB1_1	NA	NA	NA	sgLOC124902605_4
sgOR2T7_3	sgCPHXL2_2	NA	NA	NA	sgLOC124902608_1
sgOR2T7_4	sgCPN1_2	NA	NA	NA	sgLOC124902608_2
sgOR2T8_2	sgCPNE6_3	NA	NA	NA	sgLOC124902608_3
sgOR3A1_4	sgCPNE8_4	NA	NA	NA	sgLOC124902608_4
sgOR4F17_1	sgCPNE9_1	NA	NA	NA	sgLOC124902669_1
sgOR4F17_2	sgCPO_3	NA	NA	NA	sgLOC124902669_2
sgOR4F17_3	sgCPSF4L_1	NA	NA	NA	sgLOC124902669_3
sgOR4F17_4	sgCPT1A_1	NA	NA	NA	sgLOC124902669_4
sgOR4F4_1	sgCPXM1_3	NA	NA	NA	sgLOC124902693_1
sgOR4K15_4	sgCPZ_3	NA	NA	NA	sgLOC124902693_2
sgOR4M2B_2	sgCR1L_2	NA	NA	NA	sgLOC124902693_3
sgOR4M2B_4	sgCR1L_4	NA	NA	NA	sgLOC124902694_1
sgOR4N4_2	sgCR1_1	NA	NA	NA	sgLOC124902694_2
sgOR52I2_1	sgCR1_2	NA	NA	NA	sgLOC124902694_3
sgOR52I2_2	sgCR1_3	NA	NA	NA	sgLOC124902694_4
sgOR5H15_1	sgCRACD_3	NA	NA	NA	sgLOC124902704_1
sgOR5H1_1	sgCRB3_1	NA	NA	NA	sgLOC124902704_2
sgOR5H1_2	sgCREB3L4_2	NA	NA	NA	sgLOC124902704_3
sgOR5H1_3	sgCREB5_1	NA	NA	NA	sgLOC124902704_4
sgOR5H1_4	sgCRIP1_4	NA	NA	NA	sgLOC124902713_1
sgOR5H8_4	sgCRIP2_2	NA	NA	NA	sgLOC124902713_2
sgOR5T3_2	sgCRIPTO3_1	NA	NA	NA	sgLOC124902713_4
sgOR9G1_1	sgCRIPTO3_2	NA	NA	NA	sgLOC124902738_1
sgOR9G1_4	sgCRIPTO3_3	NA	NA	NA	sgLOC124902805_1
sgOTOP1_2	sgCRIPTO3_4	NA	NA	NA	sgLOC124902805_3
sgOXCT2_1	sgCRIPTO_3	NA	NA	NA	sgLOC124902805_4
sgP2RX6_1	sgCRIPTO_4	NA	NA	NA	sgLOC124902806_1
sgP2RX6_4	sgCROCC_1	NA	NA	NA	sgLOC124902806_2
sgPABPC1L2B_1	sgCROCC_2	NA	NA	NA	sgLOC124902806_3
sgPABPC1L2B_2	sgCROCC_3	NA	NA	NA	sgLOC124902806_4
sgPABPC1L2B_3	sgCRPPA_1	NA	NA	NA	sgLOC124902807_1
sgPABPC1L2B_4	sgCRP_1	NA	NA	NA	sgLOC124902807_2
sgPAFAH1B1_4	sgCRTAP_3	NA	NA	NA	sgLOC124902807_3
sgPAGE2B_3	sgCRTC1_1	NA	NA	NA	sgLOC124902807_4
sgPAGE5_1	sgCRTC1_3	NA	NA	NA	sgLOC124902875_1
sgPAGE5_3	sgCRX_4	NA	NA	NA	sgLOC124902875_2
sgPDAP1_1	sgCRYAA_1	NA	NA	NA	sgLOC124902875_3
sgPDCD6-AHRR_1	sgCRYAB_2	NA	NA	NA	sgLOC124902876_1
sgPDCD6-AHRR_2	sgCRYBB2_4	NA	NA	NA	sgLOC124902876_2
sgPDCD6-AHRR_3	sgCRYGA_3	NA	NA	NA	sgLOC124902876_4
sgPDCL3_1	sgCRYGB_2	NA	NA	NA	sgLOC124902886_1
sgPDCL3_2	sgCRYGB_3	NA	NA	NA	sgLOC124902886_2
sgPDCL3_3	sgCRYGC_2	NA	NA	NA	sgLOC124902886_3
sgPDCL3_4	sgCRYGD_1	NA	NA	NA	sgLOC124902886_4
sgPDPK1_1	sgCRYGN_1	NA	NA	NA	sgLOC124902894_1
sgPDPR_2	sgCSAG1_1	NA	NA	NA	sgLOC124902894_2
sgPDPR_3	sgCSAG1_3	NA	NA	NA	sgLOC124902897_2
sgPDPR_4	sgCSF2RB_1	NA	NA	NA	sgLOC124902897_3
sgPFDN1_3	sgCSF2_2	NA	NA	NA	sgLOC124902897_4
sgPFDN1_4	sgCSGALNACT2_1	NA	NA	NA	sgLOC124902898_1
sgPFDN4_2	sgCSHL1_1	NA	NA	NA	sgLOC124902898_2
sgPGA4_1	sgCSHL1_3	NA	NA	NA	sgLOC124902898_3
sgPGA4_2	sgCSHL1_4	NA	NA	NA	sgLOC124902898_4
sgPGA4_3	sgCSMD2_1	NA	NA	NA	sgLOC124902942_1
sgPGA4_4	sgCSNK1A1_2	NA	NA	NA	sgLOC124902942_2
sgPGAM1_3	sgCSNK1A1_3	NA	NA	NA	sgLOC124902942_3
sgPGAM1_4	sgCSNK1D_1	NA	NA	NA	sgLOC124902942_4
sgPGM5_4	sgCSNK1G1_2	NA	NA	NA	sgLOC124903061_1
sgPILRB_2	sgCSNK1G2_3	NA	NA	NA	sgLOC124903061_3
sgPIN4_1	sgCSNK2A3_1	NA	NA	NA	sgLOC124903061_4
sgPIN4_2	sgCSPG4_4	NA	NA	NA	sgLOC124903067_1
sgPLAC8_4	sgCSRP2_3	NA	NA	NA	sgLOC124903067_2
sgPLCXD1_1	sgCSRP2_4	NA	NA	NA	sgLOC124903067_3
sgPLCXD1_2	sgCST2_2	NA	NA	NA	sgLOC124903067_4
sgPLCXD1_3	sgCST4_1	NA	NA	NA	sgLOC124903090_2
sgPLCXD1_4	sgCST4_3	NA	NA	NA	sgLOC124903090_3
sgPLCXD1_5	sgCST5_1	NA	NA	NA	sgLOC124903090_4
sgPLD5P1_3	sgCST5_4	NA	NA	NA	sgLOC124903151_1
sgPLGLB2_1	sgCSTF3_3	NA	NA	NA	sgLOC124903151_2
sgPLGLB2_2	sgCS_2	NA	NA	NA	sgLOC124903151_3
sgPLGLB2_3	sgCT47B1_1	NA	NA	NA	sgLOC124903151_4
sgPLGLB2_4	sgCTAG2_1	NA	NA	NA	sgLOC124903162_1
sgPNMA6A_1	sgCTAGE1_1	NA	NA	NA	sgLOC124903162_2
sgPNMA6A_2	sgCTBP2_1	NA	NA	NA	sgLOC124903162_3
sgPNMA6A_3	sgCTBP2_4	NA	NA	NA	sgLOC124903162_4
sgPNMA6A_4	sgCTC1_3	NA	NA	NA	sgLOC124903164_1
sgPNRC2_1	sgCTDNEP1_3	NA	NA	NA	sgLOC124903164_2
sgPNRC2_2	sgCTDNEP1_4	NA	NA	NA	sgLOC124903164_3
sgPNRC2_3	sgCTDSPL2_4	NA	NA	NA	sgLOC124903164_4
sgPNRC2_4	sgCTNNA1_1	NA	NA	NA	sgLOC124903173_1
sgPOLR2J3_1	sgCTSB_2	NA	NA	NA	sgLOC124903173_2
sgPOLR2J3_2	sgCTSH_3	NA	NA	NA	sgLOC124903173_3
sgPOLR2J3_3	sgCTSL_3	NA	NA	NA	sgLOC124903173_4
sgPOLR2J_1	sgCTTN_3	NA	NA	NA	sgLOC124903185_1
sgPOLR2J_2	sgCTU1_1	NA	NA	NA	sgLOC124903185_2
sgPOLR2J_3	sgCTU1_2	NA	NA	NA	sgLOC124903185_3
sgPOLR2J_4	sgCTXND2_4	NA	NA	NA	sgLOC124903185_4
sgPOM121C_2	sgCUEDC1_1	NA	NA	NA	sgLOC124903206_1
sgPOM121C_4	sgCUL5_3	NA	NA	NA	sgLOC124903206_2
sgPOMZP3_1	sgCUL9_1	NA	NA	NA	sgLOC124903206_3
sgPOMZP3_2	sgCUTA_2	NA	NA	NA	sgLOC124903206_4
sgPOMZP3_3	sgCUX1_1	NA	NA	NA	sgLOC124903211_1
sgPOTEB2_1	sgCUX2_3	NA	NA	NA	sgLOC124903211_2
sgPOTEE_3	sgCXADR_4	NA	NA	NA	sgLOC124903211_3
sgPOTEE_4	sgCXCL11_1	NA	NA	NA	sgLOC124903211_4
sgPOTEG_2	sgCXCL17_2	NA	NA	NA	sgLOC124903217_1
sgPOTEI_2	sgCXCL1_2	NA	NA	NA	sgLOC124903217_3
sgPOTEI_3	sgCXCL2_1	NA	NA	NA	sgLOC124903229_1
sgPOTEJ_2	sgCXCL2_2	NA	NA	NA	sgLOC124903229_2
sgPPIAL4E_1	sgCXCL3_2	NA	NA	NA	sgLOC124903229_3
sgPPIP5K1_1	sgCXCL3_3	NA	NA	NA	sgLOC124903233_2
sgPPP2R3B_1	sgCXCL3_4	NA	NA	NA	sgLOC124903248_1
sgPPP2R3B_2	sgCXCL5_3	NA	NA	NA	sgLOC124903248_2
sgPPP2R3B_3	sgCXCR1_1	NA	NA	NA	sgLOC124903248_3
sgPPP2R3B_4	sgCXCR1_3	NA	NA	NA	sgLOC124903248_4
sgPPP4R2_1	sgCXCR1_4	NA	NA	NA	sgLOC124903276_1
sgPRAMEF10_3	sgCXCR2_1	NA	NA	NA	sgLOC124903276_2
sgPRAMEF10_4	sgCXCR2_2	NA	NA	NA	sgLOC124903276_3
sgPRAMEF15_2	sgCXCR2_3	NA	NA	NA	sgLOC124903317_1
sgPRAMEF15_3	sgCXCR2_4	NA	NA	NA	sgLOC124903317_2
sgPRAMEF15_4	sgCXorf51A_4	NA	NA	NA	sgLOC124903317_3
sgPRAMEF18_1	sgCYBRD1_4	NA	NA	NA	sgLOC124903317_4
sgPRAMEF18_2	sgCYCS_1	NA	NA	NA	sgLOC124903319_1
sgPRAMEF18_3	sgCYCS_2	NA	NA	NA	sgLOC124903319_2
sgPRAMEF18_4	sgCYCS_4	NA	NA	NA	sgLOC124903319_3
sgPRAMEF1_3	sgCYLC1_1	NA	NA	NA	sgLOC124903319_4
sgPRAMEF1_4	sgCYP11B1_1	NA	NA	NA	sgLOC124903372_1
sgPRAMEF33_1	sgCYP11B2_1	NA	NA	NA	sgLOC124903372_2
sgPRAMEF33_2	sgCYP11B2_2	NA	NA	NA	sgLOC124903372_3
sgPRAMEF6_1	sgCYP19A1_1	NA	NA	NA	sgLOC124903372_4
sgPRAMEF7_1	sgCYP1A1_2	NA	NA	NA	sgLOC124903391_1
sgPRAMEF8_1	sgCYP1A2_2	NA	NA	NA	sgLOC124903391_4
sgPRAMEF8_2	sgCYP1A2_3	NA	NA	NA	sgLOC124903401_1
sgPRAMEF8_3	sgCYP21A2_1	NA	NA	NA	sgLOC124903401_2
sgPRAMEF8_4	sgCYP2A13_1	NA	NA	NA	sgLOC124903401_3
sgPRB2_1	sgCYP2A13_4	NA	NA	NA	sgLOC124903401_4
sgPRB2_2	sgCYP2A6_1	NA	NA	NA	sgLOC124903404_1
sgPRB2_3	sgCYP2A6_3	NA	NA	NA	sgLOC124903404_2
sgPRELID3B_2	sgCYP2A7_1	NA	NA	NA	sgLOC124903404_3
sgPRH1_3	sgCYP2A7_2	NA	NA	NA	sgLOC124903404_4
sgPRR13_1	sgCYP2A7_3	NA	NA	NA	sgLOC124903405_1
sgPRR13_2	sgCYP2B6_1	NA	NA	NA	sgLOC124903405_2
sgPRR13_3	sgCYP2B6_3	NA	NA	NA	sgLOC124903405_3
sgPRR13_4	sgCYP2B6_4	NA	NA	NA	sgLOC124903405_4
sgPRR20B_1	sgCYP2C18_4	NA	NA	NA	sgLOC124903406_1
sgPRR20B_2	sgCYP2C8_4	NA	NA	NA	sgLOC124903406_2
sgPRR20B_3	sgCYP2C9_1	NA	NA	NA	sgLOC124903406_3
sgPRR20B_4	sgCYP2D6_2	NA	NA	NA	sgLOC124903406_4
sgPRR20E_1	sgCYP2D6_3	NA	NA	NA	sgLOC124903407_1
sgPRR23D1_1	sgCYP2D7_1	NA	NA	NA	sgLOC124903407_2
sgPRR23D1_2	sgCYP2D7_2	NA	NA	NA	sgLOC124903407_3
sgPRR23D1_3	sgCYP2D7_3	NA	NA	NA	sgLOC124903407_4
sgPRR23D1_4	sgCYP2F1_2	NA	NA	NA	sgLOC124903408_1
sgPRR23D2_1	sgCYP2U1_4	NA	NA	NA	sgLOC124903408_2
sgPRSS3_2	sgCYP3A4_3	NA	NA	NA	sgLOC124903408_3
sgPRY_1	sgCYP3A5_1	NA	NA	NA	sgLOC124903408_4
sgPRY_2	sgCYP3A7_2	NA	NA	NA	sgLOC124903441_1
sgPRY_3	sgCYP4A11_1	NA	NA	NA	sgLOC124903441_2
sgPRY_4	sgCYP4A11_3	NA	NA	NA	sgLOC124903441_3
sgPTGES3_3	sgCYP4A22_1	NA	NA	NA	sgLOC124903441_4
sgPTGES3_4	sgCYP4A22_2	NA	NA	NA	sgLOC124903470_1
sgPTP4A2_1	sgCYP4B1_4	NA	NA	NA	sgLOC124903470_2
sgPTPN20_1	sgCYP4F11_1	NA	NA	NA	sgLOC124903470_3
sgPTPN20_2	sgCYP4F11_2	NA	NA	NA	sgLOC124903470_4
sgPTPN20_3	sgCYP4F11_3	NA	NA	NA	sgLOC124903496_1
sgPTPN20_4	sgCYP4F12_3	NA	NA	NA	sgLOC124903496_2
sgPWWP4_2	sgCYP4F12_4	NA	NA	NA	sgLOC124903496_4
sgPWWP4_3	sgCYP4F2_1	NA	NA	NA	sgLOC124903532_1
sgPWWP4_4	sgCYP4F2_2	NA	NA	NA	sgLOC124903532_2
sgRAB43_3	sgCYP4F2_3	NA	NA	NA	sgLOC124903532_3
sgRAB6C_2	sgCYP4F3_1	NA	NA	NA	sgLOC124903532_4
sgRAB6C_3	sgCYP4F3_4	NA	NA	NA	sgLOC124903566_1
sgRAB6C_4	sgCYP4Z1_3	NA	NA	NA	sgLOC124903566_2
sgRAMAC_1	sgCYRIB_4	NA	NA	NA	sgLOC124903566_3
sgRAMAC_2	sgCYSTM1_1	NA	NA	NA	sgLOC124903566_4
sgRAMAC_3	sgCYTH2_2	NA	NA	NA	sgLOC124903569_1
sgRAMAC_4	sgCYTH3_3	NA	NA	NA	sgLOC124903569_2
sgRASA4B_2	sgDAAM2_1	NA	NA	NA	sgLOC124903569_3
sgRASA4_1	sgDALRD3_1	NA	NA	NA	sgLOC124903569_4
sgRASA4_3	sgDAP_4	NA	NA	NA	sgLOC124903570_2
sgRASA4_4	sgDARS1_1	NA	NA	NA	sgLOC124903570_3
sgRBM4_2	sgDAZAP2_1	NA	NA	NA	sgLOC124903570_4
sgRBM8A_3	sgDAZAP2_4	NA	NA	NA	sgLOC124903571_2
sgRBMY1A1_1	sgDBF4_4	NA	NA	NA	sgLOC124903571_4
sgRBPJ_3	sgDBH_2	NA	NA	NA	sgLOC124903573_1
sgRFPL4A_3	sgDBN1_2	NA	NA	NA	sgLOC124903573_2
sgRFPL4A_4	sgDBNL_2	NA	NA	NA	sgLOC124903573_3
sgRGPD2_1	sgDBT_3	NA	NA	NA	sgLOC124903573_4
sgRGPD2_2	sgDCAF12L1_4	NA	NA	NA	sgLOC124903575_1
sgRGPD2_3	sgDCAF12L2_4	NA	NA	NA	sgLOC124903575_2
sgRGPD2_4	sgDCAF13_3	NA	NA	NA	sgLOC124903575_3
sgRGPD3_1	sgDCAF4_2	NA	NA	NA	sgLOC124903575_4
sgRGPD3_2	sgDCAF6_1	NA	NA	NA	sgLOC124903621_1
sgRGPD5_1	sgDCAF6_2	NA	NA	NA	sgLOC124903621_4
sgRGPD5_2	sgDCAF7_3	NA	NA	NA	sgLOC124903671_1
sgRGPD5_3	sgDCAF8L1_4	NA	NA	NA	sgLOC124903671_4
sgRGPD5_4	sgDCAF8L2_2	NA	NA	NA	sgLOC124903680_1
sgRGPD8_2	sgDCBLD2_4	NA	NA	NA	sgLOC124903680_2
sgRGS17_1	sgDCLRE1C_1	NA	NA	NA	sgLOC124903698_1
sgRHD_3	sgDCLRE1C_2	NA	NA	NA	sgLOC124903698_2
sgRHEB_4	sgDCST1_3	NA	NA	NA	sgLOC124903698_3
sgRHOXF2B_2	sgDCTN1_3	NA	NA	NA	sgLOC124903698_4
sgRHOXF2_2	sgDCTN5_3	NA	NA	NA	sgLOC124903713_1
sgRHOXF2_3	sgDCTN6_2	NA	NA	NA	sgLOC124903713_2
sgRHOXF2_4	sgDCTN6_3	NA	NA	NA	sgLOC124903713_3
sgRHPN2_3	sgDCUN1D1_2	NA	NA	NA	sgLOC124903723_1
sgRIDA_3	sgDCUN1D1_3	NA	NA	NA	sgLOC124903723_3
sgRIMBP3C_1	sgDCUN1D2_2	NA	NA	NA	sgLOC124903723_4
sgRIMBP3C_3	sgDCXR_4	NA	NA	NA	sgLOC124903725_1
sgRIMBP3_2	sgDDA1_2	NA	NA	NA	sgLOC124903725_2
sgRIMBP3_3	sgDDA1_3	NA	NA	NA	sgLOC124903725_3
sgRIMBP3_4	sgDDA1_4	NA	NA	NA	sgLOC124903725_4
sgRPL10A_3	sgDDHD2_2	NA	NA	NA	sgLOC124903734_1
sgRPL10_1	sgDDIT3_2	NA	NA	NA	sgLOC124903734_2
sgRPL15_3	sgDDIT3_3	NA	NA	NA	sgLOC124903734_3
sgRPL18A_4	sgDDR1_1	NA	NA	NA	sgLOC124903734_4
sgRPL22_1	sgDDR1_2	NA	NA	NA	sgLOC124903754_1
sgRPL22_2	sgDDR2_4	NA	NA	NA	sgLOC124903754_4
sgRPL22_4	sgDDTL_4	NA	NA	NA	sgLOC124903757_3
sgRPL24_1	sgDDX10_2	NA	NA	NA	sgLOC124903757_4
sgRPL24_2	sgDDX11_1	NA	NA	NA	sgLOC124903759_1
sgRPL24_4	sgDDX11_2	NA	NA	NA	sgLOC124903759_2
sgRPL26L1_1	sgDDX11_4	NA	NA	NA	sgLOC124903759_3
sgRPL26L1_2	sgDDX18_1	NA	NA	NA	sgLOC124903759_4
sgRPL27A_4	sgDDX18_2	NA	NA	NA	sgLOC124903762_1
sgRPL27_2	sgDDX19A_2	NA	NA	NA	sgLOC124903762_2
sgRPL30_3	sgDDX19B_3	NA	NA	NA	sgLOC124903762_3
sgRPL31_3	sgDDX24_4	NA	NA	NA	sgLOC124903762_4
sgRPL32_1	sgDDX39B_2	NA	NA	NA	sgLOC124903766_1
sgRPL34_1	sgDDX39B_3	NA	NA	NA	sgLOC124903766_2
sgRPL35_3	sgDDX3Y_4	NA	NA	NA	sgLOC124903767_1
sgRPL35_4	sgDDX43_3	NA	NA	NA	sgLOC124903767_2
sgRPL36AL_1	sgDDX43_4	NA	NA	NA	sgLOC124903767_3
sgRPL36A_1	sgDDX46_4	NA	NA	NA	sgLOC124903767_4
sgRPL36A_2	sgDDX50_2	NA	NA	NA	sgLOC124903827_1
sgRPL4_1	sgDDX50_3	NA	NA	NA	sgLOC124903827_2
sgRPL6_3	sgDDX50_4	NA	NA	NA	sgLOC124903827_3
sgRPL9_1	sgDDX56_2	NA	NA	NA	sgLOC124903827_4
sgRPL9_4	sgDDX6_3	NA	NA	NA	sgLOC124903828_1
sgRPLP1_1	sgDEF8_2	NA	NA	NA	sgLOC124903828_2
sgRPLP1_2	sgDEF8_3	NA	NA	NA	sgLOC124903828_3
sgRPLP1_3	sgDEFB118_2	NA	NA	NA	sgLOC124903828_4
sgRPS12_2	sgDEFB131A_3	NA	NA	NA	sgLOC124903837_1
sgRPS14_3	sgDEFB131A_4	NA	NA	NA	sgLOC124903837_2
sgRPS14_4	sgDEFB131B_1	NA	NA	NA	sgLOC124903837_3
sgRPS15A_1	sgDEFB134_3	NA	NA	NA	sgLOC124903837_4
sgRPS15A_2	sgDEFB4B_1	NA	NA	NA	sgLOC124903840_1
sgRPS15_1	sgDEGS1_1	NA	NA	NA	sgLOC124903840_2
sgRPS15_2	sgDEGS2_3	NA	NA	NA	sgLOC124903840_3
sgRPS15_3	sgDENND10_2	NA	NA	NA	sgLOC124903840_4
sgRPS17_2	sgDENND2C_4	NA	NA	NA	sgLOC124903972_1
sgRPS17_3	sgDENND3_4	NA	NA	NA	sgLOC124903972_2
sgRPS18_3	sgDENND4C_2	NA	NA	NA	sgLOC124903972_3
sgRPS18_4	sgDENND5B_1	NA	NA	NA	sgLOC124903972_4
sgRPS23_4	sgDENR_1	NA	NA	NA	sgLOC124904075_1
sgRPS24_3	sgDEPDC1_1	NA	NA	NA	sgLOC124904075_3
sgRPS27A_4	sgDERPC_2	NA	NA	NA	sgLOC124904075_4
sgRPS27L_4	sgDERPC_4	NA	NA	NA	sgLOC124904077_1
sgRPS28_2	sgDGCR6L_2	NA	NA	NA	sgLOC124904077_2
sgRPS28_3	sgDGCR6L_3	NA	NA	NA	sgLOC124904077_3
sgRPS28_4	sgDGCR6L_4	NA	NA	NA	sgLOC124904077_4
sgRPS6_3	sgDGCR6_1	NA	NA	NA	sgLOC124904094_1
sgRPS6_4	sgDGCR6_2	NA	NA	NA	sgLOC124904102_1
sgRPS7_1	sgDGCR6_3	NA	NA	NA	sgLOC124904102_2
sgRPS7_2	sgDGCR6_4	NA	NA	NA	sgLOC124904102_3
sgRSPH10B2_2	sgDGKE_1	NA	NA	NA	sgLOC124904102_4
sgRSPH10B_1	sgDHDDS_2	NA	NA	NA	sgLOC124904103_3
sgRSPH10B_2	sgDHFR2_1	NA	NA	NA	sgLOC124904106_1
sgRSPH10B_4	sgDHFR2_3	NA	NA	NA	sgLOC124904106_2
sgRWDD4_1	sgDHFR2_4	NA	NA	NA	sgLOC124904106_3
sgRWDD4_3	sgDHH_2	NA	NA	NA	sgLOC124904106_4
sgRWDD4_4	sgDHRS2_1	NA	NA	NA	sgLOC124904200_1
sgS100A7_3	sgDHRS2_4	NA	NA	NA	sgLOC124904200_2
sgS100A7_4	sgDHRS4L2_1	NA	NA	NA	sgLOC124904200_3
sgSAA1_1	sgDHRS4L2_2	NA	NA	NA	sgLOC124904200_4
sgSAA1_4	sgDHRS4L2_3	NA	NA	NA	sgLOC124904228_1
sgSCGB1C1_2	sgDHRS4L2_4	NA	NA	NA	sgLOC124904228_2
sgSCGB1C1_3	sgDHRS4_3	NA	NA	NA	sgLOC124904228_3
sgSCGB1C1_4	sgDHX29_2	NA	NA	NA	sgLOC124904228_4
sgSCYGR10_4	sgDHX40_1	NA	NA	NA	sgLOC124904248_2
sgSCYGR2_2	sgDHX40_3	NA	NA	NA	sgLOC124904248_4
sgSCYGR4_3	sgDHX8_3	NA	NA	NA	sgLOC124904276_1
sgSDHD_1	sgDHX9_3	NA	NA	NA	sgLOC124904276_3
sgSDHD_2	sgDIO2_4	NA	NA	NA	sgLOC124904276_4
sgSEC22B_2	sgDIPK2B_3	NA	NA	NA	sgLOC124904304_1
sgSEC22B_4	sgDIRAS1_4	NA	NA	NA	sgLOC124904304_2
sgSEM1_4	sgDIRAS2_4	NA	NA	NA	sgLOC124904304_4
sgSEPTIN10_4	sgDKKL1_3	NA	NA	NA	sgLOC124904333_1
sgSERBP1_1	sgDKKL1_4	NA	NA	NA	sgLOC124904414_1
sgSERBP1_2	sgDLG1_2	NA	NA	NA	sgLOC124904414_2
sgSERBP1_3	sgDLG5_2	NA	NA	NA	sgLOC124904414_3
sgSERBP1_4	sgDLX2_1	NA	NA	NA	sgLOC124904414_4
sgSERF1A_1	sgDMAC1_2	NA	NA	NA	sgLOC124904417_1
sgSERF1A_2	sgDMBT1_1	NA	NA	NA	sgLOC124904417_2
sgSERF1B_1	sgDMBT1_2	NA	NA	NA	sgLOC124904417_3
sgSERF1B_2	sgDMBT1_4	NA	NA	NA	sgLOC124904417_4
sgSERF1B_3	sgDMBX1_4	NA	NA	NA	sgLOC124904439_2
sgSET_2	sgDMRTA2_3	NA	NA	NA	sgLOC124904532_1
sgSFTPA1_1	sgDMRTB1_3	NA	NA	NA	sgLOC124904532_3
sgSFTPA1_3	sgDMRTC2_3	NA	NA	NA	sgLOC124904542_1
sgSFTPA1_4	sgDNAH17_2	NA	NA	NA	sgLOC124904542_2
sgSFTPA2_1	sgDNAH17_3	NA	NA	NA	sgLOC124904542_3
sgSHOX_1	sgDNAH9_3	NA	NA	NA	sgLOC124904542_4
sgSHOX_2	sgDNAI4_2	NA	NA	NA	sgLOC124904579_1
sgSHOX_3	sgDNAJA1_2	NA	NA	NA	sgLOC124904579_2
sgSHOX_4	sgDNAJA1_4	NA	NA	NA	sgLOC124904583_1
sgSHOX_5	sgDNAJA2_2	NA	NA	NA	sgLOC124904583_2
sgSHOX_6	sgDNAJA4_2	NA	NA	NA	sgLOC124904583_3
sgSIGLEC16_1	sgDNAJB12_4	NA	NA	NA	sgLOC124904583_4
sgSIGLEC16_2	sgDNAJB1_2	NA	NA	NA	sgLOC124904584_1
sgSIGLEC16_3	sgDNAJB1_3	NA	NA	NA	sgLOC124904584_2
sgSIGLEC16_4	sgDNAJB1_4	NA	NA	NA	sgLOC124904584_3
sgSINHCAF_1	sgDNAJC17_4	NA	NA	NA	sgLOC124904584_4
sgSINHCAF_4	sgDNAJC19_3	NA	NA	NA	sgLOC124904588_1
sgSKA2_1	sgDNAJC1_3	NA	NA	NA	sgLOC124904607_1
sgSKA2_2	sgDNAJC22_4	NA	NA	NA	sgLOC124904607_2
sgSKA2_4	sgDNAJC4_2	NA	NA	NA	sgLOC124904607_3
sgSKA3_1	sgDNAJC4_3	NA	NA	NA	sgLOC124904660_1
sgSKA3_3	sgDNAJC5_4	NA	NA	NA	sgLOC124904660_3
sgSKA3_4	sgDNAJC7_1	NA	NA	NA	sgLOC124904701_4
sgSKP1_2	sgDNAJC7_2	NA	NA	NA	sgLOC124904708_1
sgSLC25A33_1	sgDNAJC8_3	NA	NA	NA	sgLOC124904708_2
sgSLC25A6_1	sgDNAJC8_4	NA	NA	NA	sgLOC124904708_3
sgSLC25A6_2	sgDNAJC9_2	NA	NA	NA	sgLOC124904708_4
sgSLC25A6_3	sgDNAJC9_3	NA	NA	NA	sgLOC124904770_1
