multi_target_guides	single_mismatch_guides	pam_distal_single_mismatch_guides	pam_distal_double_mismatch_guides	guides_not_target_anywhere	guides_not_target_exon
sgCNOT6L_3	sgC18orf25_1	NA	NA	NA	sgC1orf145_1
sgCNOT7_1	sgC19orf48_3	NA	NA	NA	sgC1orf147_1
sgCNTNAP3_1	sgC19orf53_4	NA	NA	NA	sgC1orf147_2
sgCOBL_1	sgC19orf57_4	NA	NA	NA	sgC1orf147_3
sgCOL22A1_3	sgC19orf60_3	NA	NA	NA	sgC1orf147_4
sgCOMMD4_2	sgC19orf77_2	NA	NA	NA	sgC1orf159_2
sgCOMMD5_1	sgC1D_1	NA	NA	NA	sgC1orf162_1
sgCOMMD5_3	sgC1GALT1_4	NA	NA	NA	sgC1orf180_1
sgCOPS5_4	sgC1QBP_2	NA	NA	NA	sgC1orf180_3
sgCOPS8_2	sgC1QBP_4	NA	NA	NA	sgC1orf180_4
sgCOPS8_4	sgC1orf173_4	NA	NA	NA	sgC1orf195_1
sgCOX17_4	sgC1orf180_2	NA	NA	NA	sgC1orf195_2
sgCOX20_1	sgC1orf198_3	NA	NA	NA	sgC1orf195_3
sgCOX5A_3	sgC1orf220_4	NA	NA	NA	sgC1orf195_4
sgCOX5A_4	sgC1orf226_1	NA	NA	NA	sgC1orf200_1
sgCOX6A1P2_2	sgC1orf68_3	NA	NA	NA	sgC1orf200_2
sgCOX6A1P2_3	sgC20orf141_4	NA	NA	NA	sgC1orf200_3
sgCOX6A1P2_4	sgC20orf27_4	NA	NA	NA	sgC1orf200_4
sgCOX7A2_4	sgC20orf96_4	NA	NA	NA	sgC1orf204_1
sgCOX7C_2	sgC21orf2_4	NA	NA	NA	sgC1orf204_2
sgCPAMD8_1	sgC21orf88_4	NA	NA	NA	sgC1orf204_3
sgCPAMD8_2	sgC21orf91_1	NA	NA	NA	sgC1orf204_4
sgCRP_3	sgC22orf23_2	NA	NA	NA	sgC1orf213_1
sgCRTC2_4	sgC22orf29_2	NA	NA	NA	sgC1orf213_2
sgCRYBB2_3	sgC22orf43_2	NA	NA	NA	sgC1orf213_3
sgCRYGD_2	sgC22orf46_1	NA	NA	NA	sgC1orf213_4
sgCSGALNACT2_4	sgC2orf16_3	NA	NA	NA	sgC1orf220_1
sgCSRP2_4	sgC2orf80_1	NA	NA	NA	sgC1orf220_2
sgCST9L_3	sgC3AR1_1	NA	NA	NA	sgC1orf220_3
sgCS_1	sgC3orf70_4	NA	NA	NA	sgC1orf229_1
sgCS_3	sgC3orf83_1	NA	NA	NA	sgC1orf229_2
sgCTBP2_3	sgC3orf84_3	NA	NA	NA	sgC1orf229_3
sgCTDNEP1_1	sgC4BPB_2	NA	NA	NA	sgC1orf229_4
sgCTDNEP1_2	sgC4BPB_3	NA	NA	NA	sgC1orf43_3
sgCTDNEP1_3	sgC4orf27_1	NA	NA	NA	sgC1orf61_1
sgCTDSPL2_1	sgC4orf27_2	NA	NA	NA	sgC1orf61_2
sgCTDSPL2_2	sgC4orf27_3	NA	NA	NA	sgC1orf61_3
sgCTLA4_3	sgC4orf46_2	NA	NA	NA	sgC1orf61_4
sgCTNNA1_4	sgC4orf46_4	NA	NA	NA	sgC20orf112_4
sgCTU1_3	sgC4orf6_2	NA	NA	NA	sgC20orf166_1
sgCXADR_2	sgC4orf6_4	NA	NA	NA	sgC20orf166_2
sgCXCR2_2	sgC5orf15_4	NA	NA	NA	sgC20orf166_3
sgCXorf48_2	sgC5orf17_1	NA	NA	NA	sgC20orf166_4
sgCXorf48_4	sgC5orf48_1	NA	NA	NA	sgC20orf187_1
sgCXorf56_2	sgC5orf63_3	NA	NA	NA	sgC20orf187_2
sgCXorf56_4	sgC6orf106_1	NA	NA	NA	sgC20orf197_1
sgCYB5A_4	sgC6orf106_2	NA	NA	NA	sgC20orf197_2
sgCYP21A2_1	sgC6orf106_4	NA	NA	NA	sgC20orf197_3
sgCYP21A2_3	sgC6orf15_1	NA	NA	NA	sgC20orf197_4
sgCYP21A2_4	sgC6orf203_4	NA	NA	NA	sgC20orf202_1
sgCYP2B6_2	sgC6orf223_2	NA	NA	NA	sgC20orf62_1
sgCYP2B6_3	sgC7orf73_3	NA	NA	NA	sgC20orf62_2
sgCYP2B6_4	sgC7orf73_4	NA	NA	NA	sgC20orf62_3
sgCYP2D6_3	sgC8G_2	NA	NA	NA	sgC20orf62_4
sgCYP2F1_3	sgC8orf47_4	NA	NA	NA	sgC20orf78_1
sgCYP2F1_4	sgC8orf82_3	NA	NA	NA	sgC20orf78_2
sgCYP3A43_1	sgC9orf129_4	NA	NA	NA	sgC20orf78_3
sgCYP3A5_1	sgC9orf16_1	NA	NA	NA	sgC20orf78_4
sgCYP4F12_4	sgC9orf16_2	NA	NA	NA	sgC21orf119_1
sgCYP4F2_3	sgC9orf16_3	NA	NA	NA	sgC21orf119_2
sgCYP4Z1_1	sgC9orf57_3	NA	NA	NA	sgC21orf119_3
sgCYP4Z1_3	sgC9orf78_1	NA	NA	NA	sgC21orf119_4
sgCYP4Z1_4	sgC9orf78_3	NA	NA	NA	sgC21orf128_1
sgDAP3_4	sgC9orf84_4	NA	NA	NA	sgC21orf128_2
sgDAZAP2_3	sgC9orf92_3	NA	NA	NA	sgC21orf128_3
sgDBF4_1	sgCA5A_1	NA	NA	NA	sgC21orf128_4
sgDBF4_2	sgCA5B_1	NA	NA	NA	sgC21orf37_1
sgDBF4_3	sgCABYR_3	NA	NA	NA	sgC21orf49_1
sgDCAF13_3	sgCACNA1H_2	NA	NA	NA	sgC21orf49_2
sgDCLRE1C_2	sgCADPS_4	NA	NA	NA	sgC21orf49_3
sgDCLRE1C_4	sgCAD_2	NA	NA	NA	sgC21orf49_4
sgDCUN1D1_1	sgCALCA_3	NA	NA	NA	sgC21orf54_1
sgDCUN1D1_4	sgCALCB_3	NA	NA	NA	sgC21orf54_2
sgDDX10_1	sgCAMSAP1_3	NA	NA	NA	sgC21orf54_3
sgDDX10_2	sgCAP1_1	NA	NA	NA	sgC21orf54_4
sgDDX11_2	sgCAP1_2	NA	NA	NA	sgC21orf67_1
sgDDX11_3	sgCAP1_4	NA	NA	NA	sgC21orf67_2
sgDDX11_4	sgCAPRIN1_1	NA	NA	NA	sgC21orf67_3
sgDDX3Y_3	sgCAPRIN2_2	NA	NA	NA	sgC21orf67_4
sgDDX50_1	sgCAPZA1_3	NA	NA	NA	sgC21orf88_1
sgDDX56_3	sgCAPZA2_2	NA	NA	NA	sgC21orf88_2
sgDDX6_1	sgCARD8_4	NA	NA	NA	sgC21orf88_3
sgDDX6_3	sgCASC4_3	NA	NA	NA	sgC21orf90_1
sgDEF8_3	sgCASP1_2	NA	NA	NA	sgC21orf90_2
sgDEF8_4	sgCASP4_4	NA	NA	NA	sgC21orf90_3
sgDEFB118_1	sgCASP5_2	NA	NA	NA	sgC21orf90_4
sgDEFB130_1	sgCASP8_3	NA	NA	NA	sgC22orf24_1
sgDEFB130_2	sgCATSPER2_1	NA	NA	NA	sgC22orf24_2
sgDEFB130_3	sgCBX1_1	NA	NA	NA	sgC22orf24_3
sgDEPDC1_1	sgCBX6_4	NA	NA	NA	sgC22orf24_4
sgDEPDC1_2	sgCCDC101_4	NA	NA	NA	sgC22orf26_1
sgDEPDC1_3	sgCCDC102A_1	NA	NA	NA	sgC22orf26_2
sgDEPDC1_4	sgCCDC112_3	NA	NA	NA	sgC22orf26_3
sgDESI2_3	sgCCDC113_4	NA	NA	NA	sgC22orf26_4
sgDEXI_1	sgCCDC121_1	NA	NA	NA	sgC22orf34_1
sgDEXI_2	sgCCDC121_2	NA	NA	NA	sgC22orf34_2
sgDEXI_3	sgCCDC121_3	NA	NA	NA	sgC22orf34_3
sgDEXI_4	sgCCDC121_4	NA	NA	NA	sgC22orf34_4
sgDGKZ_2	sgCCDC127_4	NA	NA	NA	sgC22orf46_2
sgDGKZ_3	sgCCDC141_1	NA	NA	NA	sgC22orf46_3
sgDHRS4_4	sgCCDC144A_4	NA	NA	NA	sgC22orf46_4
sgDHX29_2	sgCCDC144NL_1	NA	NA	NA	sgC2ORF15_1
sgDHX40_2	sgCCDC14_3	NA	NA	NA	sgC2orf42_1
sgDHX40_3	sgCCDC160_1	NA	NA	NA	sgC2orf48_1
sgDHX40_4	sgCCDC175_3	NA	NA	NA	sgC2orf48_2
sgDHX9_2	sgCCDC181_2	NA	NA	NA	sgC2orf48_3
sgDHX9_3	sgCCDC25_1	NA	NA	NA	sgC2orf48_4
sgDKKL1_2	sgCCDC27_3	NA	NA	NA	sgC2orf66_3
sgDLST_3	sgCCDC34_3	NA	NA	NA	sgC2orf83_1
sgDNAJB14_3	sgCCDC59_3	NA	NA	NA	sgC2orf83_2
sgDNAJB1_2	sgCCDC59_4	NA	NA	NA	sgC2orf83_3
sgDNAJB6_1	sgCCDC65_3	NA	NA	NA	sgC2orf83_4
sgDNAJB6_2	sgCCDC86_4	NA	NA	NA	sgC2orf91_1
sgDNAJB6_3	sgCCDC8_1	NA	NA	NA	sgC2orf91_2
sgDNAJC19_2	sgCCDC8_2	NA	NA	NA	sgC2orf91_3
sgDNAJC1_3	sgCCDC90B_3	NA	NA	NA	sgC2orf91_4
sgDNAJC8_2	sgCCHCR1_4	NA	NA	NA	sgC3orf22_1
sgDNAJC9_1	sgCCL13_3	NA	NA	NA	sgC3orf27_1
sgDNAJC9_3	sgCCL8_2	NA	NA	NA	sgC3orf27_2
sgDNAJC9_4	sgCCNA1_3	NA	NA	NA	sgC3orf27_3
sgDND1_1	sgCCNB1IP1_2	NA	NA	NA	sgC3orf27_4
sgDND1_3	sgCCNB1IP1_4	NA	NA	NA	sgC3orf35_1
sgDND1_4	sgCCNB3_1	NA	NA	NA	sgC3orf35_2
sgDPF2_1	sgCCNB3_3	NA	NA	NA	sgC3orf35_3
sgDPH3_1	sgCCNB3_4	NA	NA	NA	sgC3orf35_4
sgDPP6_1	sgCCND3_4	NA	NA	NA	sgC3orf55_1
sgDPPA2_4	sgCCNJ_2	NA	NA	NA	sgC3orf55_2
sgDPPA3_1	sgCCNJ_3	NA	NA	NA	sgC3orf55_3
sgDPPA3_2	sgCCNYL1_3	NA	NA	NA	sgC3orf55_4
sgDPPA3_3	sgCCS_2	NA	NA	NA	sgC3orf65_1
sgDPPA3_4	sgCCT4_2	NA	NA	NA	sgC3orf65_2
sgDPY19L1_2	sgCCT6A_1	NA	NA	NA	sgC3orf65_3
sgDPY19L2_2	sgCCT6A_2	NA	NA	NA	sgC3orf65_4
sgDPY19L2_3	sgCCT6A_3	NA	NA	NA	sgC3orf67_3
sgDPY19L3_1	sgCCT7_4	NA	NA	NA	sgC3orf79_1
sgDPY30_4	sgCCT8L2_2	NA	NA	NA	sgC3orf79_3
sgDRD5_1	sgCCT8_1	NA	NA	NA	sgC4orf6_1
sgDRD5_2	sgCCT8_2	NA	NA	NA	sgC4orf6_3
sgDRD5_4	sgCCT8_3	NA	NA	NA	sgC5orf17_2
sgDRG1_3	sgCD163L1_4	NA	NA	NA	sgC5orf27_1
sgDRG1_4	sgCD276_1	NA	NA	NA	sgC5orf27_2
sgDSE_2	sgCD276_4	NA	NA	NA	sgC5orf27_3
sgDSE_3	sgCD2BP2_4	NA	NA	NA	sgC5orf27_4
sgDSTN_1	sgCD33_1	NA	NA	NA	sgC5orf38_1
sgDTWD1_2	sgCD33_4	NA	NA	NA	sgC5orf38_2
sgDTWD1_3	sgCD83_3	NA	NA	NA	sgC5orf38_3
sgDTX2_2	sgCD8B_3	NA	NA	NA	sgC5orf38_4
sgDTX2_3	sgCDC14B_3	NA	NA	NA	sgC5orf55_1
sgDTX2_4	sgCDC37_2	NA	NA	NA	sgC5orf55_2
sgDUSP22_1	sgCDC42EP1_2	NA	NA	NA	sgC5orf55_3
sgDUSP22_2	sgCDC42EP1_3	NA	NA	NA	sgC5orf55_4
sgDUSP22_3	sgCDC42EP1_4	NA	NA	NA	sgC5orf56_1
sgDUSP22_4	sgCDC42EP3_2	NA	NA	NA	sgC5orf56_2
sgDYNC1I2_1	sgCDC5L_2	NA	NA	NA	sgC5orf56_3
sgDYNC1I2_2	sgCDC6_3	NA	NA	NA	sgC5orf56_4
sgDYNC1I2_4	sgCDCA4_1	NA	NA	NA	sgC5orf63_4
sgDYNC1LI1_4	sgCDCA4_2	NA	NA	NA	sgC5orf64_1
sgDYNLRB1_2	sgCDCA7_3	NA	NA	NA	sgC5orf64_2
sgDYNLT1_1	sgCDCA8_1	NA	NA	NA	sgC5orf64_3
sgDYNLT1_2	sgCDH8_4	NA	NA	NA	sgC5orf64_4
sgDYNLT3_1	sgCDHR5_1	NA	NA	NA	sgC6orf1_3
sgDYNLT3_2	sgCDHR5_2	NA	NA	NA	sgC6orf1_4
sgE2F3_4	sgCDHR5_3	NA	NA	NA	sgC6orf10_1
sgE2F6_4	sgCDHR5_4	NA	NA	NA	sgC6orf10_2
sgE4F1_2	sgCDK2_2	NA	NA	NA	sgC6orf100_1
sgEBPL_2	sgCDK5RAP1_1	NA	NA	NA	sgC6orf100_2
sgEBPL_4	sgCDK5RAP3_2	NA	NA	NA	sgC6orf100_3
sgEEF1E1_1	sgCDK5RAP3_3	NA	NA	NA	sgC6orf100_4
sgEEF1G_1	sgCDK5RAP3_4	NA	NA	NA	sgC6orf123_1
sgEEF1G_3	sgCDK5_3	NA	NA	NA	sgC6orf123_2
sgEEF1G_4	sgCDK7_1	NA	NA	NA	sgC6orf123_3
sgEFCAB14_2	sgCDK7_2	NA	NA	NA	sgC6orf123_4
sgEFCAB3_4	sgCDKL3_3	NA	NA	NA	sgC6orf164_1
sgEFTUD1_1	sgCDKN2AIPNL_1	NA	NA	NA	sgC6orf164_2
sgEFTUD1_2	sgCDRT15L2_4	NA	NA	NA	sgC6orf164_3
sgEFTUD1_3	sgCDSN_3	NA	NA	NA	sgC6orf164_4
sgEFTUD1_4	sgCDV3_1	NA	NA	NA	sgC6orf195_1
sgEIF1AX_2	sgCEACAM8_3	NA	NA	NA	sgC6orf195_2
sgEIF1AX_3	sgCEND1_4	NA	NA	NA	sgC6orf195_3
sgEIF3E_1	sgCENPM_3	NA	NA	NA	sgC6orf195_4
sgEIF3E_2	sgCENPN_4	NA	NA	NA	sgC6orf201_1
sgEIF3F_1	sgCEP128_4	NA	NA	NA	sgC6orf201_2
sgEIF3F_2	sgCEP55_1	NA	NA	NA	sgC6orf201_3
sgEIF3F_4	sgCEP57_2	NA	NA	NA	sgC6orf201_4
sgEIF3J_4	sgCEP70_4	NA	NA	NA	sgC6orf223_1
sgEIF3K_2	sgCEP76_2	NA	NA	NA	sgC6orf223_3
sgEIF4A2_1	sgCEPT1_2	NA	NA	NA	sgC6orf223_4
sgEIF4A2_2	sgCES5A_4	NA	NA	NA	sgC6orf48_1
sgEIF4A2_4	sgCETP_4	NA	NA	NA	sgC6orf48_2
sgEIF4B_1	sgCFHR4_2	NA	NA	NA	sgC6orf48_3
sgEIF4E2_2	sgCFHR4_3	NA	NA	NA	sgC6orf48_4
sgEIF4EBP2_2	sgCFHR4_4	NA	NA	NA	sgC6orf99_1
sgEIF4H_1	sgCFL1_3	NA	NA	NA	sgC6orf99_2
sgEIF4H_2	sgCFL1_4	NA	NA	NA	sgC6orf99_3
sgEIF4H_3	sgCGRRF1_4	NA	NA	NA	sgC6orf99_4
sgEIF5AL1_1	sgCHAF1B_2	NA	NA	NA	sgC7orf13_1
sgEIF5AL1_2	sgCHAF1B_3	NA	NA	NA	sgC7orf13_2
sgEIF5AL1_3	sgCHAMP1_2	NA	NA	NA	sgC7orf13_3
sgELK1_2	sgCHCHD10_4	NA	NA	NA	sgC7orf13_4
sgELL2_2	sgCHCHD1_3	NA	NA	NA	sgC7orf34_1
sgELL2_4	sgCHCHD2_3	NA	NA	NA	sgC7orf65_1
sgELMO2_2	sgCHCHD2_4	NA	NA	NA	sgC7orf65_2
sgELMO2_4	sgCHCHD3_1	NA	NA	NA	sgC7orf65_3
sgEMB_4	sgCHCHD3_3	NA	NA	NA	sgC7orf65_4
sgEMC3_1	sgCHCHD4_4	NA	NA	NA	sgC7orf66_1
sgENOPH1_3	sgCHMP2A_4	NA	NA	NA	sgC7orf66_2
sgENPP7_1	sgCHMP4B_4	NA	NA	NA	sgC7orf66_3
sgENSA_3	sgCHMP5_1	NA	NA	NA	sgC7orf66_4
sgENSA_4	sgCHMP5_2	NA	NA	NA	sgC7orf69_1
sgENY2_3	sgCHMP5_4	NA	NA	NA	sgC7orf69_2
sgEP400NL_2	sgCHORDC1_3	NA	NA	NA	sgC7orf69_3
sgEP400NL_3	sgCHRDL1_2	NA	NA	NA	sgC7orf69_4
sgEPB41L5_1	sgCHRD_2	NA	NA	NA	sgC7orf71_1
sgEPCAM_4	sgCHST5_4	NA	NA	NA	sgC7orf71_2
sgERP29_1	sgCHTF8_3	NA	NA	NA	sgC7orf71_3
sgERP29_2	sgCIAPIN1_4	NA	NA	NA	sgC7orf71_4
sgESAM_3	sgCIDEC_3	NA	NA	NA	sgC8B_4
sgESPN_3	sgCIR1_1	NA	NA	NA	sgC8orf12_1
sgESPN_4	sgCIR1_2	NA	NA	NA	sgC8orf12_2
sgETF1_4	sgCISD1_1	NA	NA	NA	sgC8orf12_3
sgEWSR1_1	sgCISD3_4	NA	NA	NA	sgC8orf12_4
sgEWSR1_2	sgCKAP2_4	NA	NA	NA	sgC8orf17_1
sgEWSR1_3	sgCLDN10_2	NA	NA	NA	sgC8orf17_2
sgEXOC5_2	sgCLEC1B_2	NA	NA	NA	sgC8orf17_3
sgEXOC5_3	sgCLEC1B_3	NA	NA	NA	sgC8orf17_4
sgEXOSC3_3	sgCLEC4D_2	NA	NA	NA	sgC8orf31_4
sgEXOSC3_4	sgCLIC4_1	NA	NA	NA	sgC8orf44_1
sgEXOSC8_4	sgCLIC6_1	NA	NA	NA	sgC8orf44_2
sgEXTL2_4	sgCLIP2_4	NA	NA	NA	sgC8orf44_3
sgFAF2_2	sgCLK2_3	NA	NA	NA	sgC8orf44_4
sgFAM103A1_1	sgCLRN2_2	NA	NA	NA	sgC8orf49_1
sgFAM103A1_2	sgCLSTN1_2	NA	NA	NA	sgC8orf49_2
sgFAM103A1_3	sgCLSTN2_3	NA	NA	NA	sgC8orf49_3
sgFAM103A1_4	sgCMC1_1	NA	NA	NA	sgC8orf49_4
sgFAM106A_1	sgCMPK1_3	NA	NA	NA	sgC8orf56_1
sgFAM106A_2	sgCMPK2_1	NA	NA	NA	sgC8orf56_2
sgFAM106A_4	sgCMTM1_2	NA	NA	NA	sgC8orf56_3
sgFAM115A_2	sgCMTM3_2	NA	NA	NA	sgC8orf56_4
sgFAM115A_3	sgCMTR1_2	NA	NA	NA	sgC8orf86_1
sgFAM115A_4	sgCNIH4_3	NA	NA	NA	sgC8orf86_2
sgFAM115C_2	sgCNN2_1	NA	NA	NA	sgC8orf86_3
sgFAM115C_3	sgCNN2_2	NA	NA	NA	sgC8orf86_4
sgFAM115C_4	sgCNOT11_4	NA	NA	NA	sgC8orf87_1
sgFAM131C_3	sgCNOT6L_4	NA	NA	NA	sgC8orf87_2
sgFAM131C_4	sgCNOT7_2	NA	NA	NA	sgC8orf87_3
sgFAM136A_2	sgCNOT7_4	NA	NA	NA	sgC8orf87_4
sgFAM151A_4	sgCNOT8_1	NA	NA	NA	sgC9orf129_1
sgFAM175A_3	sgCNOT8_3	NA	NA	NA	sgC9orf129_3
sgFAM175A_4	sgCNOT8_4	NA	NA	NA	sgC9orf139_1
sgFAM177A1_1	sgCNTN3_1	NA	NA	NA	sgC9orf139_2
sgFAM177A1_4	sgCNTN4_1	NA	NA	NA	sgC9orf139_3
sgFAM185A_2	sgCOA5_4	NA	NA	NA	sgC9orf139_4
sgFAM185A_3	sgCOBL_2	NA	NA	NA	sgC9orf141_1
sgFAM185A_4	sgCOBL_3	NA	NA	NA	sgC9orf141_2
sgFAM192A_1	sgCOG4_3	NA	NA	NA	sgC9orf141_3
sgFAM192A_4	sgCOIL_3	NA	NA	NA	sgC9orf141_4
sgFAM195A_4	sgCOIL_4	NA	NA	NA	sgC9orf163_1
sgFAM200B_3	sgCOL21A1_3	NA	NA	NA	sgC9orf163_2
sgFAM204A_3	sgCOL6A6_1	NA	NA	NA	sgC9orf163_3
sgFAM205A_1	sgCOL7A1_3	NA	NA	NA	sgC9orf163_4
sgFAM205A_2	sgCOMMD4_1	NA	NA	NA	sgC9orf170_1
sgFAM205A_3	sgCOMMD5_2	NA	NA	NA	sgC9orf170_2
sgFAM206A_4	sgCOMMD5_4	NA	NA	NA	sgC9orf170_3
sgFAM207A_3	sgCOMMD6_4	NA	NA	NA	sgC9orf170_4
sgFAM213A_3	sgCOPB1_2	NA	NA	NA	sgC9orf171_2
sgFAM21B_1	sgCOPS3_3	NA	NA	NA	sgC9orf37_1
sgFAM220A_3	sgCOPS5_3	NA	NA	NA	sgC9orf37_2
sgFAM220A_4	sgCOPS8_3	NA	NA	NA	sgC9orf37_3
sgFAM230A_1	sgCOQ10B_4	NA	NA	NA	sgC9orf37_4
sgFAM230A_2	sgCORO1C_4	NA	NA	NA	sgC9orf47_1
sgFAM230A_3	sgCOX11_1	NA	NA	NA	sgC9orf47_2
sgFAM230A_4	sgCOX16_3	NA	NA	NA	sgC9orf47_3
sgFAM35A_1	sgCOX17_1	NA	NA	NA	sgC9orf47_4
sgFAM35A_2	sgCOX17_2	NA	NA	NA	sgC9orf50_2
sgFAM35A_3	sgCOX17_3	NA	NA	NA	sgC9orf53_1
sgFAM3C_1	sgCOX5B_2	NA	NA	NA	sgC9orf53_2
sgFAM3C_2	sgCOX5B_3	NA	NA	NA	sgC9orf53_3
sgFAM3C_3	sgCOX6A1P2_1	NA	NA	NA	sgC9orf53_4
sgFAM45A_1	sgCOX7A2_3	NA	NA	NA	sgC9orf62_1
sgFAM45A_2	sgCOX7C_1	NA	NA	NA	sgC9orf62_2
sgFAM45A_3	sgCOX7C_3	NA	NA	NA	sgC9orf62_3
sgFAM49B_3	sgCOX8C_3	NA	NA	NA	sgC9orf62_4
sgFAM60A_2	sgCPLX4_3	NA	NA	NA	sgC9orf66_1
sgFAM60A_3	sgCPNE7_4	NA	NA	NA	sgC9orf66_2
sgFAM60A_4	sgCPO_2	NA	NA	NA	sgC9orf66_3
sgFAM64A_4	sgCPZ_2	NA	NA	NA	sgC9orf66_4
sgFAM91A1_1	sgCR1_1	NA	NA	NA	sgC9orf92_1
sgFAM91A1_2	sgCR1_2	NA	NA	NA	sgC9orf92_2
sgFAM91A1_3	sgCR1_3	NA	NA	NA	sgC9orf92_4
sgFAM92A1_2	sgCRB2_1	NA	NA	NA	sgCABP1_1
sgFAM92A1_3	sgCREBZF_4	NA	NA	NA	sgCACNB4_1
sgFAM92A1_4	sgCRIP1_1	NA	NA	NA	sgCAGE1_1
sgFANCD2_3	sgCRIP1_2	NA	NA	NA	sgCALML4_1
sgFAR1_4	sgCRIPAK_4	NA	NA	NA	sgCAMK2G_4
sgFAU_1	sgCRLF3_2	NA	NA	NA	sgCAMSAP3_4
sgFAU_3	sgCRLF3_4	NA	NA	NA	sgCARD16_1
sgFBLIM1_4	sgCRNN_3	NA	NA	NA	sgCARD17_1
sgFBXO25_1	sgCROCC_3	NA	NA	NA	sgCARD17_2
sgFBXO36_2	sgCROCC_4	NA	NA	NA	sgCARD17_3
sgFBXO36_3	sgCRTAP_1	NA	NA	NA	sgCARD17_4
sgFBXW10_3	sgCRTAP_2	NA	NA	NA	sgCARKD_1
sgFBXW10_4	sgCRTC1_2	NA	NA	NA	sgCASC10_1
sgFBXW11_1	sgCRYBB2_2	NA	NA	NA	sgCASC10_2
sgFCGR1A_1	sgCRYGC_3	NA	NA	NA	sgCASC10_3
sgFCGR1A_2	sgCRYGN_2	NA	NA	NA	sgCASC10_4
sgFCGR1A_3	sgCSGALNACT2_3	NA	NA	NA	sgCASP12_1
sgFCGR1A_4	sgCSN2_2	NA	NA	NA	sgCASP12_2
sgFCGR2A_3	sgCSPG4_1	NA	NA	NA	sgCASP12_3
sgFCGR2A_4	sgCSPG4_3	NA	NA	NA	sgCASP12_4
sgFCGR2B_1	sgCSPG4_4	NA	NA	NA	sgCASP16_1
sgFCGR2B_2	sgCSRP2_3	NA	NA	NA	sgCASP16_2
sgFCGR2B_3	sgCST2_3	NA	NA	NA	sgCASP16_3
sgFDX1_4	sgCST5_1	NA	NA	NA	sgCASP16_4
sgFEM1A_3	sgCSTF2_4	NA	NA	NA	sgCASQ2_4
sgFGFR1OP2_3	sgCS_2	NA	NA	NA	sgCATSPER4_1
sgFKBP6_1	sgCTAGE1_2	NA	NA	NA	sgCCBE1_4
sgFKBP6_2	sgCTBP2_2	NA	NA	NA	sgCCDC140_1
sgFKBP8_4	sgCTDSP2_1	NA	NA	NA	sgCCDC140_2
sgFKBP9_4	sgCTDSP2_3	NA	NA	NA	sgCCDC140_3
sgFLNB_2	sgCTLA4_1	NA	NA	NA	sgCCDC140_4
sgFOLH1_2	sgCTNNBL1_1	NA	NA	NA	sgCCDC144NL_2
sgFOLH1_3	sgCTSO_1	NA	NA	NA	sgCCDC169_2
sgFOLH1_4	sgCTSW_3	NA	NA	NA	sgCCDC180_1
sgFOLR3_4	sgCTU1_1	NA	NA	NA	sgCCDC28A_1
sgFOSL1_3	sgCUL1_1	NA	NA	NA	sgCCDC28A_2
sgFOSL1_4	sgCUTA_2	NA	NA	NA	sgCCDC53_2
sgFOXH1_4	sgCWC27_4	NA	NA	NA	sgCCDC89_1
sgFOXN3_1	sgCWF19L1_1	NA	NA	NA	sgCCDC93_1
sgFOXN3_2	sgCXCL11_1	NA	NA	NA	sgCCL19_1
sgFOXN3_3	sgCXCL13_3	NA	NA	NA	sgCCL5_1
sgFOXO3_1	sgCXCL17_1	NA	NA	NA	sgCCNA1_1
sgFOXO3_2	sgCXCR2_3	NA	NA	NA	sgCCNC_1
sgFOXO3_3	sgCXCR2_4	NA	NA	NA	sgCCNE2_3
sgFOXO3_4	sgCXXC11_1	NA	NA	NA	sgCCNYL1_1
sgFRMD8_1	sgCXorf56_3	NA	NA	NA	sgCCR2_3
sgFRMD8_4	sgCYB5R2_1	NA	NA	NA	sgCCR2_4
sgFTL_1	sgCYBA_1	NA	NA	NA	sgCD200R1L_1
sgFTL_2	sgCYHR1_4	NA	NA	NA	sgCD200R1L_2
sgFTL_4	sgCYP2A6_1	NA	NA	NA	sgCD200R1L_3
sgFUNDC1_1	sgCYP2B6_1	NA	NA	NA	sgCD200R1L_4
sgFUNDC2_1	sgCYP2D6_1	NA	NA	NA	sgCD300C_3
sgFUNDC2_2	sgCYP2D6_4	NA	NA	NA	sgCD300LB_1
sgFUNDC2_3	sgCYP2F1_1	NA	NA	NA	sgCD48_3
sgFUNDC2_4	sgCYP3A5_4	NA	NA	NA	sgCD68_1
sgFUT2_3	sgCYP51A1_3	NA	NA	NA	sgCDCA5_3
sgFXYD6_1	sgCYSTM1_1	NA	NA	NA	sgCDKN2A_4
sgG2E3_4	sgDAZAP1_4	NA	NA	NA	sgCDR1_1
sgG3BP1_1	sgDAZAP2_1	NA	NA	NA	sgCDR1_2
sgGABARAPL1_1	sgDAZAP2_4	NA	NA	NA	sgCDR1_3
sgGABARAPL1_2	sgDBR1_4	NA	NA	NA	sgCDR1_4
sgGABARAPL1_3	sgDBT_4	NA	NA	NA	sgCELSR1_3
sgGABARAP_4	sgDCAF12L2_1	NA	NA	NA	sgCENPBD1_1
sgGABPA_1	sgDCAF13_4	NA	NA	NA	sgCENPBD1_2
sgGABPA_2	sgDCAF6_1	NA	NA	NA	sgCENPBD1_3
sgGABPA_4	sgDCAF6_2	NA	NA	NA	sgCENPBD1_4
sgGBA_3	sgDCAF8L2_4	NA	NA	NA	sgCEP57L1_3
