multi_target_guides	single_mismatch_guides	pam_distal_single_mismatch_guides	pam_distal_double_mismatch_guides	guides_not_target_anywhere	guides_not_target_exon
sgASAH2B_2	sgANP32A_2	NA	sgLDLRAP1_3	NA	sgDLG1_5
sgASAH2B_3	sgANP32D_2	NA	sgLEMD1_1	NA	sgDLG2_8
sgASAH2B_5	sgANPEP_5	NA	sgLETM1_1	NA	sgDLG3_9
sgASMTL_1	sgANTXRL_3	NA	sgLIPI_1	NA	sgDNAH11_2
sgASMTL_3	sgANXA10_5	NA	sgLIPT1_3	NA	sgDNAJB2_1
sgASMTL_4	sgANXA2_4	NA	sgLMX1A_2	NA	sgDNTTIP1_1
sgASMT_1	sgANXA3_2	NA	sgLYNX1_1	NA	sgDRAM1_4
sgASMT_2	sgANXA9_2	NA	sgLYSMD3_5	NA	sgDTWD2_4
sgASMT_3	sgAOAH_1	NA	sgMAGEB2_3	NA	sgDUS3L_5
sgASMT_4	sgAOC1_2	NA	sgMAGEB4_2	NA	sgDYNC1LI2_2
sgASMT_5	sgAP1S3_5	NA	sgMAK_5	NA	sgDYRK1B_2
sgASNS_1	sgAP2B1_1	NA	sgMAP1LC3C_1	NA	sgEARS2_3
sgASNS_4	sgAP3D1_5	NA	sgMAP3K19_2	NA	sgEIF3E_2
sgATAD1_4	sgAP3M1_4	NA	sgMAP3K19_5	NA	sgEIF4E_3
sgATAD3A_1	sgAP3M2_1	NA	sgMAP9_2	NA	sgELOVL5_10
sgATAD3A_3	sgAP4S1_6	NA	sgMAPK9_1	NA	sgELOVL5_11
sgATAD3A_4	sgAPBA2_2	NA	sgMCCC1_1	NA	sgELOVL5_6
sgATAD3A_5	sgAPBA2_3	NA	sgMCL1_2	NA	sgELOVL5_7
sgATAD3B_3	sgAPBB2_8	NA	sgMDH1_1	NA	sgELOVL5_9
sgATAD3C_2	sgAPH1A_4	NA	sgMED27_4	NA	sgENSA_7
sgATF4_1	sgAPH1B_1	NA	sgMED7_2	NA	sgENSA_8
sgATF4_2	sgAPI5_3	NA	sgMGP_4	NA	sgENSA_9
