multi_target_guides	single_mismatch_guides	pam_distal_single_mismatch_guides	pam_distal_double_mismatch_guides	guides_not_target_anywhere	guides_not_target_exon
sgFEN1_1	sgCHCHD2_4	NA	NA	NA	NA
sgFFAR3_1	sgCHCHD3_1	NA	NA	NA	NA
sgFFAR3_2	sgCHCHD3_3	NA	NA	NA	NA
sgFFAR3_3	sgCHCHD7_7	NA	NA	NA	NA
sgFFAR3_4	sgCHD1L_1	NA	NA	NA	NA
sgFFAR3_5	sgCHDC2_3	NA	NA	NA	NA
sgFGFR1OP2_3	sgCHGA_3	NA	NA	NA	NA
sgFKBP1A_2	sgCHI3L2_2	NA	NA	NA	NA
sgFKBP1A_3	sgCHI3L2_5	NA	NA	NA	NA
sgFKBP1A_4	sgCHID1_5	NA	NA	NA	NA
sgFKBP1A_5	sgCHMP2B_4	NA	NA	NA	NA
sgFKBP6_1	sgCHMP3_3	NA	NA	NA	NA
sgFKBP9_3	sgCHMP4A_5	NA	NA	NA	NA
sgFKBP9_5	sgCHMP4C_3	NA	NA	NA	NA
sgFKBP9_6	sgCHMP5_4	NA	NA	NA	NA
sgFLYWCH1_4	sgCHMP6_4	NA	NA	NA	NA
sgFN3K_2	sgCHP1_3	NA	NA	NA	NA
sgFNTA_3	sgCHPF_5	NA	NA	NA	NA
sgFOLH1_1	sgCHRFAM7A_5	NA	NA	NA	NA
sgFOLH1_2	sgCHRNA1_4	NA	NA	NA	NA
sgFOLH1_4	sgCHRNA3_5	NA	NA	NA	NA
sgFOLH1_5	sgCHRNA4_1	NA	NA	NA	NA
sgFOLH1_7	sgCHRNB4_5	NA	NA	NA	NA
sgFOLH1_8	sgCHST10_2	NA	NA	NA	NA
sgFOLH1_9	sgCHST4_5	NA	NA	NA	NA
sgFOXN3_3	sgCHTF8_1	NA	NA	NA	NA
sgFOXO3_1	sgCHUK_2	NA	NA	NA	NA
sgFOXO3_3	sgCIAPIN1_1	NA	NA	NA	NA
sgFOXO3_4	sgCIAPIN1_2	NA	NA	NA	NA
sgFRG1_2	sgCIAPIN1_3	NA	NA	NA	NA
sgFRG2C_1	sgCIB4_2	NA	NA	NA	NA
sgFSCN1_4	sgCIRBP_2	NA	NA	NA	NA
sgFTL_4	sgCITED1_1	NA	NA	NA	NA
sgFUNDC2_1	sgCITED4_3	NA	NA	NA	NA
sgFUNDC2_3	sgCKAP4_4	NA	NA	NA	NA
sgFUNDC2_4	sgCKS2_3	NA	NA	NA	NA
sgFUT3_1	sgCLCN3_1	NA	NA	NA	NA
sgFUT3_2	sgCLCNKB_6	NA	NA	NA	NA
sgFUT3_5	sgCLDN25_3	NA	NA	NA	NA
sgFXYD6_4	sgCLDN2_2	NA	NA	NA	NA
sgG6PC_2	sgCLDN6_3	NA	NA	NA	NA
sgGABARAPL1_5	sgCLDN7_1	NA	NA	NA	NA
sgGABARAP_1	sgCLEC12B_3	NA	NA	NA	NA
sgGABARAP_2	sgCLEC1B_4	NA	NA	NA	NA
sgGABARAP_3	sgCLEC2B_2	NA	NA	NA	NA
sgGABPA_1	sgCLEC3A_3	NA	NA	NA	NA
sgGABPA_5	sgCLEC3B_1	NA	NA	NA	NA
sgGAPDH_1	sgCLEC4A_7	NA	NA	NA	NA
sgGAR1_5	sgCLEC4C_1	NA	NA	NA	NA
sgGBA_1	sgCLEC4C_2	NA	NA	NA	NA
sgGBA_3	sgCLEC4M_1	NA	NA	NA	NA
sgGBP1_1	sgCLEC4M_3	NA	NA	NA	NA
sgGBP1_2	sgCLEC4M_4	NA	NA	NA	NA
sgGCAT_1	sgCLEC9A_5	NA	NA	NA	NA
sgGCSH_1	sgCLHC1_2	NA	NA	NA	NA
sgGCSH_2	sgCLIC1_4	NA	NA	NA	NA
sgGCSH_4	sgCLIC4_4	NA	NA	NA	NA
sgGEMIN2_5	sgCLINT1_4	NA	NA	NA	NA
sgGEMIN7_1	sgCLK1_5	NA	NA	NA	NA
sgGEMIN7_4	sgCLN5_4	NA	NA	NA	NA
sgGEMIN8_3	sgCLNS1A_1	NA	NA	NA	NA
sgGEMIN8_5	sgCLNS1A_2	NA	NA	NA	NA
sgGFOD2_4	sgCLP1_2	NA	NA	NA	NA
sgGGA1_5	sgCLPSL2_2	NA	NA	NA	NA
sgGGCT_10	sgCLRN2_4	NA	NA	NA	NA
sgGGCT_7	sgCLRN3_4	NA	NA	NA	NA
sgGGT1_3	sgCLTA_2	NA	NA	NA	NA
sgGGTLC1_2	sgCLTA_4	NA	NA	NA	NA
sgGGTLC2_2	sgCMA1_2	NA	NA	NA	NA
sgGH1_4	sgCMA1_3	NA	NA	NA	NA
sgGJA1_2	sgCMC1_1	NA	NA	NA	NA
sgGJA1_5	sgCMC1_4	NA	NA	NA	NA
sgGJC3_3	sgCMPK1_1	NA	NA	NA	NA
sgGK_3	sgCMPK1_5	NA	NA	NA	NA
sgGK_4	sgCMTM1_5	NA	NA	NA	NA
sgGLDC_2	sgCMTM8_3	NA	NA	NA	NA
sgGLDC_5	sgCMTR2_3	NA	NA	NA	NA
sgGLRX3_3	sgCNBP_4	NA	NA	NA	NA
sgGLRX3_5	sgCNDP1_5	NA	NA	NA	NA
sgGLRX5_5	sgCNEP1R1_5	NA	NA	NA	NA
sgGLRX_1	sgCNFN_2	NA	NA	NA	NA
sgGLRX_5	sgCNFN_4	NA	NA	NA	NA
sgGLTP_3	sgCNGB1_1	NA	NA	NA	NA
sgGLTSCR1_1	sgCNIH4_1	NA	NA	NA	NA
sgGLUD2_1	sgCNIH4_3	NA	NA	NA	NA
sgGLUL_3	sgCNIH4_5	NA	NA	NA	NA
sgGLUL_5	sgCNN2_1	NA	NA	NA	NA
sgGLYATL1_4	sgCNN2_4	NA	NA	NA	NA
sgGLYATL2_2	sgCNOT10_2	NA	NA	NA	NA
sgGMCL1_1	sgCNOT2_2	NA	NA	NA	NA
sgGMFB_3	sgCNOT6L_1	NA	NA	NA	NA
sgGNAQ_3	sgCNOT6L_4	NA	NA	NA	NA
sgGNG10_2	sgCNOT7_1	NA	NA	NA	NA
sgGNG10_3	sgCNRIP1_1	NA	NA	NA	NA
sgGNG5_1	sgCNTD1_4	NA	NA	NA	NA
sgGNG5_2	sgCNTN1_2	NA	NA	NA	NA
sgGNL3L_1	sgCNTNAP2_5	NA	NA	NA	NA
sgGNPAT_3	sgCNTNAP3B_4	NA	NA	NA	NA
sgGNPNAT1_4	sgCNTNAP3_1	NA	NA	NA	NA
sgGOLGA2_5	sgCOA1_1	NA	NA	NA	NA
sgGOLGA6A_1	sgCOA4_3	NA	NA	NA	NA
sgGOLGA6A_2	sgCOA5_1	NA	NA	NA	NA
sgGOLGA6B_1	sgCOBLL1_2	NA	NA	NA	NA
sgGOLGA7_2	sgCOBL_3	NA	NA	NA	NA
sgGOLGA8M_1	sgCOG4_3	NA	NA	NA	NA
sgGOT2_4	sgCOIL_1	NA	NA	NA	NA
sgGPAT2_1	sgCOIL_2	NA	NA	NA	NA
sgGPAT2_2	sgCOL10A1_4	NA	NA	NA	NA
sgGPAT2_3	sgCOL11A2_2	NA	NA	NA	NA
sgGPAT2_4	sgCOL21A1_4	NA	NA	NA	NA
sgGPAT2_5	sgCOL27A1_2	NA	NA	NA	NA
sgGPATCH11_3	sgCOL28A1_4	NA	NA	NA	NA
sgGPATCH11_4	sgCOL4A2_5	NA	NA	NA	NA
sgGPCPD1_4	sgCOLCA2_4	NA	NA	NA	NA
sgGPD2_2	sgCOMMD10_2	NA	NA	NA	NA
sgGPR125_2	sgCOMMD10_5	NA	NA	NA	NA
sgGPR32_2	sgCOMMD2_4	NA	NA	NA	NA
sgGPR32_3	sgCOMMD4_3	NA	NA	NA	NA
sgGPR32_5	sgCOMMD5_3	NA	NA	NA	NA
sgGPRIN2_1	sgCOMMD5_4	NA	NA	NA	NA
sgGPRIN2_2	sgCOMMD5_5	NA	NA	NA	NA
sgGPRIN2_3	sgCOMMD6_1	NA	NA	NA	NA
sgGPRIN2_4	sgCOMMD6_4	NA	NA	NA	NA
sgGPS2_4	sgCOMMD6_5	NA	NA	NA	NA
sgGPX1_4	sgCOMMD8_5	NA	NA	NA	NA
sgGPX1_5	sgCOMMD9_4	NA	NA	NA	NA
sgGPX1_6	sgCOMTD1_3	NA	NA	NA	NA
sgGPX1_8	sgCOMTD1_4	NA	NA	NA	NA
sgGRAPL_1	sgCOMT_2	NA	NA	NA	NA
sgGRAPL_2	sgCOPB1_1	NA	NA	NA	NA
sgGRAPL_3	sgCOPS2_5	NA	NA	NA	NA
sgGRAPL_4	sgCOPS8_5	NA	NA	NA	NA
sgGRAP_1	sgCOPZ1_5	NA	NA	NA	NA
sgGRAP_3	sgCORIN_4	NA	NA	NA	NA
sgGRAP_4	sgCORO6_4	NA	NA	NA	NA
sgGRK6_1	sgCORT_3	NA	NA	NA	NA
sgGRM8_2	sgCOX11_1	NA	NA	NA	NA
sgGRPEL2_4	sgCOX11_5	NA	NA	NA	NA
sgGRPEL2_5	sgCOX16_4	NA	NA	NA	NA
sgGSTA5_2	sgCOX17_4	NA	NA	NA	NA
sgGSTA5_5	sgCOX5A_1	NA	NA	NA	NA
sgGSTO1_2	sgCOX5A_2	NA	NA	NA	NA
sgGTF2A2_4	sgCOX5B_5	NA	NA	NA	NA
sgGTF2H1_3	sgCOX6B1_3	NA	NA	NA	NA
sgGTF2H2C_1	sgCOX6B1_4	NA	NA	NA	NA
sgGTF2H2C_2	sgCOX7A1_4	NA	NA	NA	NA
sgGTF2H2C_4	sgCOX7A2_2	NA	NA	NA	NA
sgGTF2H2_1	sgCOX7A2_5	NA	NA	NA	NA
sgGTF2H2_2	sgCOX7B2_3	NA	NA	NA	NA
sgGTF2IRD2B_1	sgCOX7B_2	NA	NA	NA	NA
sgGTF2IRD2B_2	sgCOX7B_4	NA	NA	NA	NA
sgGTF2IRD2B_3	sgCOX7C_1	NA	NA	NA	NA
sgGTF2IRD2B_4	sgCOX8A_2	NA	NA	NA	NA
sgGTF2IRD2B_5	sgCPB2_2	NA	NA	NA	NA
sgGTF2IRD2_1	sgCPEB1_3	NA	NA	NA	NA
sgGTF2IRD2_2	sgCPLX2_5	NA	NA	NA	NA
sgGTF2IRD2_3	sgCPM_2	NA	NA	NA	NA
sgGTF3A_3	sgCPN2_2	NA	NA	NA	NA
sgGTF3C6_5	sgCPN2_5	NA	NA	NA	NA
sgGUSB_5	sgCPSF4L_4	NA	NA	NA	NA
sgGXYLT1_4	sgCPSF4L_5	NA	NA	NA	NA
sgGYG1_3	sgCPSF6_1	NA	NA	NA	NA
sgGYG1_4	sgCPSF6_2	NA	NA	NA	NA
sgGZMH_2	sgCPXCR1_1	NA	NA	NA	NA
sgH2AFB2_1	sgCR1_1	NA	NA	NA	NA
sgH2AFB3_1	sgCRADD_5	NA	NA	NA	NA
sgH2AFB3_2	sgCRBN_2	NA	NA	NA	NA
sgH2AFB3_3	sgCRBN_4	NA	NA	NA	NA
sgH2AFB3_4	sgCRCP_2	NA	NA	NA	NA
sgH2AFB3_5	sgCRCP_3	NA	NA	NA	NA
sgH2AFV_3	sgCRCP_4	NA	NA	NA	NA
sgH2AFV_4	sgCRCP_7	NA	NA	NA	NA
sgH2AFV_6	sgCRCT1_2	NA	NA	NA	NA
sgH2AFV_9	sgCRCT1_3	NA	NA	NA	NA
sgH2AFZ_1	sgCREBL2_1	NA	NA	NA	NA
sgH2AFZ_3	sgCREG2_1	NA	NA	NA	NA
sgH2BFWT_5	sgCREM_14	NA	NA	NA	NA
sgH3F3B_1	sgCREM_19	NA	NA	NA	NA
sgH3F3C_1	sgCREM_20	NA	NA	NA	NA
sgH3F3C_2	sgCRIP1_1	NA	NA	NA	NA
sgHADHA_1	sgCRIP1_2	NA	NA	NA	NA
sgHADHA_4	sgCRIP1_5	NA	NA	NA	NA
sgHADHA_5	sgCRISP2_4	NA	NA	NA	NA
sgHADHB_1	sgCRISP3_4	NA	NA	NA	NA
sgHAUS1_4	sgCRLF3_5	NA	NA	NA	NA
sgHAUS6_2	sgCRMP1_2	NA	NA	NA	NA
sgHAUS6_3	sgCROCC_2	NA	NA	NA	NA
sgHAUS6_5	sgCROT_2	NA	NA	NA	NA
sgHBD_1	sgCRTAM_2	NA	NA	NA	NA
sgHBD_2	sgCRYGB_1	NA	NA	NA	NA
sgHBG2_1	sgCRYGB_4	NA	NA	NA	NA
sgHBS1L_1	sgCRYGB_5	NA	NA	NA	NA
sgHBZ_1	sgCRYGS_2	NA	NA	NA	NA
sgHBZ_2	sgCRYM_2	NA	NA	NA	NA
sgHBZ_3	sgCRYZ_9	NA	NA	NA	NA
sgHBZ_4	sgCSAG1_2	NA	NA	NA	NA
sgHBZ_5	sgCSAG1_3	NA	NA	NA	NA
sgHCN2_5	sgCSDC2_5	NA	NA	NA	NA
sgHDHD1_1	sgCSF1_2	NA	NA	NA	NA
sgHIBCH_1	sgCSF2_1	NA	NA	NA	NA
sgHIBCH_4	sgCSGALNACT1_2	NA	NA	NA	NA
sgHIST1H2AD_1	sgCSGALNACT1_4	NA	NA	NA	NA
sgHIST1H2AH_2	sgCSHL1_1	NA	NA	NA	NA
sgHIST1H2AJ_1	sgCSHL1_5	NA	NA	NA	NA
sgHIST1H2AJ_2	sgCSNK1G1_5	NA	NA	NA	NA
sgHIST1H2AJ_3	sgCSNK2A1_2	NA	NA	NA	NA
sgHIST1H2AK_2	sgCSNK2A2_4	NA	NA	NA	NA
sgHIST1H2AK_4	sgCSNK2A3_1	NA	NA	NA	NA
sgHIST1H2AK_5	sgCSNK2A3_2	NA	NA	NA	NA
sgHIST1H2AL_2	sgCSNK2A3_3	NA	NA	NA	NA
sgHIST1H2AM_5	sgCSPG4_4	NA	NA	NA	NA
sgHIST1H2BB_1	sgCSRP2_4	NA	NA	NA	NA
sgHIST1H2BB_2	sgCST1_4	NA	NA	NA	NA
sgHIST1H2BE_1	sgCST1_5	NA	NA	NA	NA
sgHIST1H2BF_1	sgCST2_2	NA	NA	NA	NA
sgHIST1H2BG_2	sgCST2_3	NA	NA	NA	NA
sgHIST1H2BH_2	sgCST3_5	NA	NA	NA	NA
sgHIST1H2BH_4	sgCST4_1	NA	NA	NA	NA
sgHIST1H2BK_1	sgCST4_2	NA	NA	NA	NA
sgHIST1H2BK_2	sgCST4_3	NA	NA	NA	NA
sgHIST1H2BL_1	sgCST5_3	NA	NA	NA	NA
sgHIST1H2BL_3	sgCST9_2	NA	NA	NA	NA
sgHIST1H2BM_2	sgCSTF2T_1	NA	NA	NA	NA
sgHIST1H3A_2	sgCSTF3_2	NA	NA	NA	NA
sgHIST1H3B_1	sgCSTL1_5	NA	NA	NA	NA
sgHIST1H3C_5	sgCS_2	NA	NA	NA	NA
sgHIST1H3D_2	sgCTAGE9_1	NA	NA	NA	NA
sgHIST1H3E_4	sgCTBP2_1	NA	NA	NA	NA
sgHIST1H3J_4	sgCTBP2_2	NA	NA	NA	NA
sgHIST1H4B_1	sgCTCFL_10	NA	NA	NA	NA
sgHIST1H4E_3	sgCTCFL_11	NA	NA	NA	NA
sgHIST1H4F_3	sgCTCFL_8	NA	NA	NA	NA
sgHIST1H4J_1	sgCTDNEP1_1	NA	NA	NA	NA
sgHIST1H4J_2	sgCTDNEP1_2	NA	NA	NA	NA
sgHIST1H4J_3	sgCTDNEP1_4	NA	NA	NA	NA
sgHIST1H4K_1	sgCTDNEP1_5	NA	NA	NA	NA
sgHIST1H4K_2	sgCTDSP2_3	NA	NA	NA	NA
sgHIST1H4K_3	sgCTDSPL2_4	NA	NA	NA	NA
sgHIST2H2AA3_1	sgCTDSPL_5	NA	NA	NA	NA
sgHIST2H2AA3_2	sgCTF1_1	NA	NA	NA	NA
sgHIST2H2AA3_3	sgCTF1_2	NA	NA	NA	NA
sgHIST2H2AA3_4	sgCTHRC1_1	NA	NA	NA	NA
sgHIST2H2AA4_1	sgCTNNA1_3	NA	NA	NA	NA
sgHIST2H2AC_1	sgCTNNA1_4	NA	NA	NA	NA
sgHIST2H2BE_1	sgCTNNB1_4	NA	NA	NA	NA
sgHIST2H3A_1	sgCTNNBIP1_3	NA	NA	NA	NA
sgHIST2H3A_2	sgCTSC_3	NA	NA	NA	NA
sgHIST2H3C_1	sgCTSF_4	NA	NA	NA	NA
sgHIST2H3C_2	sgCTSH_1	NA	NA	NA	NA
sgHIST2H3D_2	sgCTSO_2	NA	NA	NA	NA
sgHIST2H4A_1	sgCTSV_3	NA	NA	NA	NA
sgHIST2H4A_2	sgCTXN1_2	NA	NA	NA	NA
sgHIST2H4A_3	sgCTXN2_2	NA	NA	NA	NA
sgHIST2H4B_1	sgCUL1_4	NA	NA	NA	NA
sgHIST2H4B_2	sgCUL3_5	NA	NA	NA	NA
sgHIST3H2BB_1	sgCUTA_1	NA	NA	NA	NA
sgHIST3H2BB_2	sgCUTA_2	NA	NA	NA	NA
sgHIST3H3_1	sgCUX1_2	NA	NA	NA	NA
sgHK2_1	sgCX3CR1_3	NA	NA	NA	NA
sgHK2_4	sgCXADR_2	NA	NA	NA	NA
sgHLA-B_4	sgCXADR_4	NA	NA	NA	NA
sgHLA-DRB1_1	sgCXCL10_1	NA	NA	NA	NA
sgHLA-DRB1_4	sgCXCL12_11	NA	NA	NA	NA
sgHMGA1_1	sgCXCL17_5	NA	NA	NA	NA
sgHMGA1_2	sgCXCL1_1	NA	NA	NA	NA
sgHMGA1_3	sgCXCL2_1	NA	NA	NA	NA
sgHMGB1_1	sgCXCL2_2	NA	NA	NA	NA
sgHMGB3_2	sgCXCL3_3	NA	NA	NA	NA
sgHMGB3_3	sgCXCL3_4	NA	NA	NA	NA
sgHMGN4_2	sgCXCL5_2	NA	NA	NA	NA
sgHNRNPA1L2_1	sgCXCL5_3	NA	NA	NA	NA
sgHNRNPA1_4	sgCXCL6_5	NA	NA	NA	NA
sgHNRNPA3_1	sgCXCL9_3	NA	NA	NA	NA
sgHNRNPA3_3	sgCXCR1_1	NA	NA	NA	NA
sgHNRNPAB_4	sgCXCR2_5	NA	NA	NA	NA
sgHNRNPCL1_2	sgCXCR5_4	NA	NA	NA	NA
sgHNRNPCL1_3	sgCXXC5_5	NA	NA	NA	NA
sgHNRNPCL1_4	sgCXorf27_2	NA	NA	NA	NA
sgHNRNPCL1_5	sgCXorf36_2	NA	NA	NA	NA
sgHNRNPC_2	sgCXorf40A_4	NA	NA	NA	NA
sgHNRNPC_5	sgCXorf40B_3	NA	NA	NA	NA
sgHNRNPD_1	sgCXorf56_2	NA	NA	NA	NA
sgHNRNPH1_5	sgCXorf56_6	NA	NA	NA	NA
sgHNRNPH2_1	sgCXorf58_1	NA	NA	NA	NA
sgHNRNPK_4	sgCXorf61_3	NA	NA	NA	NA
sgHNRNPK_5	sgCXorf61_5	NA	NA	NA	NA
sgHNRNPL_1	sgCYB561D1_5	NA	NA	NA	NA
sgHNRNPL_2	sgCYB561D2_2	NA	NA	NA	NA
sgHNRNPL_5	sgCYB5A_1	NA	NA	NA	NA
sgHOMER2_4	sgCYB5A_2	NA	NA	NA	NA
sgHORMAD1_1	sgCYB5A_5	NA	NA	NA	NA
sgHPCAL1_3	sgCYBA_2	NA	NA	NA	NA
sgHPR_3	sgCYBRD1_6	NA	NA	NA	NA
sgHPS1_5	sgCYBRD1_7	NA	NA	NA	NA
sgHRG_4	sgCYBRD1_9	NA	NA	NA	NA
sgHRSP12_4	sgCYCS_4	NA	NA	NA	NA
sgHS6ST1_1	sgCYHR1_3	NA	NA	NA	NA
sgHS6ST1_2	sgCYHR1_4	NA	NA	NA	NA
sgHS6ST1_3	sgCYLC1_3	NA	NA	NA	NA
sgHS6ST1_4	sgCYP11A1_4	NA	NA	NA	NA
sgHS6ST1_5	sgCYP26C1_5	NA	NA	NA	NA
sgHSBP1_1	sgCYP2A13_1	NA	NA	NA	NA
sgHSD17B1_5	sgCYP2A13_5	NA	NA	NA	NA
sgHSD17B7_2	sgCYP2A6_1	NA	NA	NA	NA
sgHSD17B7_3	sgCYP2A6_3	NA	NA	NA	NA
sgHSD17B7_4	sgCYP2A7_2	NA	NA	NA	NA
sgHSF2_2	sgCYP2C19_5	NA	NA	NA	NA
sgHSFX1_1	sgCYP2C8_1	NA	NA	NA	NA
sgHSFX1_2	sgCYP2C8_2	NA	NA	NA	NA
sgHSFX1_3	sgCYP2D6_2	NA	NA	NA	NA
sgHSFX2_1	sgCYP2D6_5	NA	NA	NA	NA
sgHSFX2_2	sgCYP2D6_6	NA	NA	NA	NA
sgHSFY1_1	sgCYP2S1_2	NA	NA	NA	NA
sgHSFY1_2	sgCYP39A1_1	NA	NA	NA	NA
sgHSFY2_1	sgCYP3A43_3	NA	NA	NA	NA
sgHSFY2_2	sgCYP3A43_5	NA	NA	NA	NA
sgHSFY2_3	sgCYP3A4_5	NA	NA	NA	NA
sgHSP90AA1_1	sgCYP3A5_4	NA	NA	NA	NA
sgHSP90AA1_2	sgCYP4F12_3	NA	NA	NA	NA
sgHSP90AA1_3	sgCYP51A1_2	NA	NA	NA	NA
sgHSP90AA1_4	sgCYP51A1_4	NA	NA	NA	NA
sgHSP90AB1_5	sgCYSLTR2_4	NA	NA	NA	NA
sgHSP90B1_3	sgCYSTM1_5	NA	NA	NA	NA
sgHSPA6_1	sgCYTIP_4	NA	NA	NA	NA
sgHSPA6_2	sgDAAM1_1	NA	NA	NA	NA
sgHSPA6_3	sgDACT2_4	NA	NA	NA	NA
sgHSPA6_4	sgDAK_2	NA	NA	NA	NA
sgHSPA8_1	sgDAOA_1	NA	NA	NA	NA
sgHSPA9_4	sgDAOA_10	NA	NA	NA	NA
sgHSPB1_5	sgDAOA_11	NA	NA	NA	NA
sgHSPD1_1	sgDAP3_2	NA	NA	NA	NA
sgHSPD1_2	sgDAPL1_5	NA	NA	NA	NA
sgHSPD1_3	sgDAPP1_1	NA	NA	NA	NA
sgHSPE1_1	sgDAP_4	NA	NA	NA	NA
sgHSPE1_2	sgDAP_5	NA	NA	NA	NA
sgHYAL3_14	sgDARS_1	NA	NA	NA	NA
sgHYDIN_1	sgDAZAP1_5	NA	NA	NA	NA
sgHYDIN_3	sgDAZAP2_1	NA	NA	NA	NA
sgHYDIN_4	sgDAZAP2_7	NA	NA	NA	NA
sgID2_1	sgDAZAP2_8	NA	NA	NA	NA
sgID2_2	sgDCAF11_5	NA	NA	NA	NA
sgID2_4	sgDCAF13_1	NA	NA	NA	NA
sgID2_5	sgDCAF6_2	NA	NA	NA	NA
sgIDH1_1	sgDCAF6_3	NA	NA	NA	NA
sgIDS_2	sgDCAF6_4	NA	NA	NA	NA
sgIDS_3	sgDCAF6_5	NA	NA	NA	NA
sgIDS_4	sgDCAKD_3	NA	NA	NA	NA
sgIFI27L1_4	sgDCAKD_4	NA	NA	NA	NA
sgIFIT1B_1	sgDCBLD1_3	NA	NA	NA	NA
sgIFITM1_2	sgDCHS2_2	NA	NA	NA	NA
sgIFITM1_3	sgDCP2_2	NA	NA	NA	NA
sgIFITM1_4	sgDCPS_2	NA	NA	NA	NA
sgIFITM2_3	sgDCTN2_1	NA	NA	NA	NA
sgIFITM3_1	sgDCTN5_1	NA	NA	NA	NA
sgIFITM3_2	sgDCTN5_4	NA	NA	NA	NA
sgIFITM3_3	sgDCTN5_6	NA	NA	NA	NA
sgIFNA13_1	sgDCTN6_2	NA	NA	NA	NA
sgIFNA13_2	sgDCTN6_4	NA	NA	NA	NA
sgIFNA14_1	sgDCUN1D1_1	NA	NA	NA	NA
sgIFNA1_1	sgDCUN1D1_2	NA	NA	NA	NA
sgIFNA1_2	sgDCUN1D1_5	NA	NA	NA	NA
sgIFNA1_3	sgDCUN1D3_2	NA	NA	NA	NA
sgIFNA21_1	sgDCUN1D4_5	NA	NA	NA	NA
sgIFNA2_3	sgDDA1_3	NA	NA	NA	NA
sgIFNA7_1	sgDDA1_5	NA	NA	NA	NA
sgIFNA7_2	sgDDIT3_4	NA	NA	NA	NA
sgIFNA8_3	sgDDIT3_5	NA	NA	NA	NA
sgIFNL2_1	sgDDIT4_5	NA	NA	NA	NA
sgIFNL3_2	sgDDR1_1	NA	NA	NA	NA
sgIFNL3_3	sgDDT_1	NA	NA	NA	NA
sgIFNL3_4	sgDDX10_2	NA	NA	NA	NA
sgIFNW1_3	sgDDX10_5	NA	NA	NA	NA
sgIFT20_5	sgDDX11_3	NA	NA	NA	NA
sgIGBP1_1	sgDDX11_4	NA	NA	NA	NA
sgIGBP1_4	sgDDX11_5	NA	NA	NA	NA
sgIGBP1_5	sgDDX18_1	NA	NA	NA	NA
sgIGF2BP2_4	sgDDX19A_1	NA	NA	NA	NA
sgIGF2BP3_3	sgDDX1_2	NA	NA	NA	NA
sgIGLON5_1	sgDDX1_3	NA	NA	NA	NA
sgIGLON5_4	sgDDX39B_1	NA	NA	NA	NA
sgIGLON5_5	sgDDX39B_3	NA	NA	NA	NA
sgIKBKG_1	sgDDX39B_4	NA	NA	NA	NA
sgIKBKG_2	sgDDX50_3	NA	NA	NA	NA
sgIKBKG_3	sgDDX6_1	NA	NA	NA	NA
sgIKBKG_4	sgDDX6_2	NA	NA	NA	NA
sgIKBKG_5	sgDDX6_4	NA	NA	NA	NA
sgIK_1	sgDEF8_2	NA	NA	NA	NA
sgIK_4	sgDEF8_3	NA	NA	NA	NA
sgIL32_4	sgDEF8_6	NA	NA	NA	NA
sgIL32_5	sgDEFA4_3	NA	NA	NA	NA
sgIL32_6	sgDEFA5_3	NA	NA	NA	NA
sgIL36G_2	sgDEFA5_5	NA	NA	NA	NA
sgIL3RA_1	sgDEFB108B_1	NA	NA	NA	NA
sgIL3RA_2	sgDEFB108B_2	NA	NA	NA	NA
sgIL3RA_3	sgDEFB115_3	NA	NA	NA	NA
sgIL3RA_4	sgDEFB115_4	NA	NA	NA	NA
sgIL3RA_5	sgDEFB116_5	NA	NA	NA	NA
sgIL6ST_5	sgDEFB123_1	NA	NA	NA	NA
sgIL9R_1	sgDEFB124_2	NA	NA	NA	NA
sgIL9R_2	sgDEFB127_2	NA	NA	NA	NA
sgIL9R_3	sgDEFB127_3	NA	NA	NA	NA
sgIL9R_4	sgDEFB128_2	NA	NA	NA	NA
sgIMMP1L_2	sgDEFB128_3	NA	NA	NA	NA
sgIMMP1L_3	sgDEFB129_1	NA	NA	NA	NA
sgIMPA1_5	sgDEFB129_3	NA	NA	NA	NA
sgINIP_5	sgDEFB132_5	NA	NA	NA	NA
sgINTS6_3	sgDEFB1_2	NA	NA	NA	NA
sgIPO7_1	sgDEFB1_3	NA	NA	NA	NA
sgIPPK_3	sgDENND1C_3	NA	NA	NA	NA
sgIQCB1_5	sgDENND5B_5	NA	NA	NA	NA
sgIQCF1_4	sgDENND6A_2	NA	NA	NA	NA
sgIQCF5_5	sgDENR_3	NA	NA	NA	NA
sgIST1_1	sgDEPDC1B_1	NA	NA	NA	NA
sgIST1_3	sgDEPDC1B_2	NA	NA	NA	NA
sgIST1_4	sgDEPDC1_2	NA	NA	NA	NA
sgIST1_6	sgDEPDC1_3	NA	NA	NA	NA
sgIST1_7	sgDEPDC4_1	NA	NA	NA	NA
sgITIH6_4	sgDERL2_4	NA	NA	NA	NA
sgITIH6_5	sgDESI1_4	NA	NA	NA	NA
sgKAL1_1	sgDESI2_1	NA	NA	NA	NA
sgKAT7_3	sgDFFB_5	NA	NA	NA	NA
sgKAT7_5	sgDFNA5_5	NA	NA	NA	NA
sgKATNBL1_2	sgDFNB31_3	NA	NA	NA	NA
sgKCNJ12_1	sgDGCR6L_4	NA	NA	NA	NA
sgKCNJ12_2	sgDGCR6_1	NA	NA	NA	NA
sgKCNJ12_3	sgDGCR6_2	NA	NA	NA	NA
sgKCNJ12_4	sgDGCR6_3	NA	NA	NA	NA
sgKCNJ12_5	sgDGKZ_1	NA	NA	NA	NA
